time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4682.275256,402.2006231,MAX,min,
679,0,1,1,1,-4916, ,,,,
680,0,1,1,1,-4912, ,,,,
681,0,1,1,1,-4912, ,,,,
682,0,1,1,1,-4914, ,,,,
683,0,1,1,1,-4910, ,,,,
684,0,1,1,1,-4910, ,,,,
685,0,1,1,1,-4908, ,,,,
686,0,1,1,1,-4909, ,,,,
687,0,1,1,1,-4911, ,,,,
688,0,1,1,1,-4913, ,,,,
689,0,1,1,1,-4916, ,,,,
690,0,1,1,1,-4913, ,,,,
691,0,1,1,1,-4918, ,,,,
692,0,1,1,1,-4923, ,,,,
693,0,1,1,1,-4924, ,,,,
694,0,1,1,1,-4925, ,,,,
695,0,1,1,1,-4924, ,,,,
696,0,1,1,1,-4923, ,,,,
697,0,1,1,1,-4920, ,,,,
698,0,1,1,1,-4923, ,,,,
699,0,1,1,1,-4918, ,,,,
700,0,1,1,1,-4917, ,,,,
701,0,1,1,1,-4918, ,,,,
702,0,1,1,1,-4917, ,,,,
703,0,1,1,1,-4916, ,,,,
704,0,1,1,1,-4916, ,,,,
705,0,1,1,1,-4916, ,,,,
706,0,1,1,1,-4911, ,,,,
707,0,1,1,1,-4911, ,,,,
708,0,1,1,1,-4912, ,,,,
709,0,1,1,1,-4917, ,,,,
710,0,1,1,1,-4921, ,,,,
711,0,1,1,1,-4927, ,,,,
712,0,1,1,1,-4930, ,,,,
713,0,1,1,1,-4914, ,,,,
714,0,1,1,1,-4802, ,,,,
715,0,1,1,1,-4562, ,,,,
716,0,1,1,1,-4264, ,,,,
717,0,1,1,1,-3974, ,,,,
718,0,1,1,1,-3756, ,,,,
719,0,1,1,1,-3620, ,,,,
720,0,1,1,1,-3558, ,,,,
721,0,1,1,1,-3552, ,,,,
722,0,1,1,1,-3584, ,,,,
723,0,1,1,1,-3637, ,,,,
724,0,1,1,1,-3711, ,,,,
725,0,1,1,1,-3798, ,,,,
726,0,1,1,1,-3882, ,,,,
727,0,1,1,1,-3966, ,,,,
728,0,1,1,1,-4046, ,,,,
729,0,1,1,1,-4124, ,,,,
730,0,1,1,1,-4198, ,,,,
731,0,1,1,1,-4265, ,,,,
732,0,1,1,1,-4326, ,,,,
733,0,1,1,1,-4383, ,,,,
734,0,1,1,1,-4437, ,,,,
735,0,1,1,1,-4480, ,,,,
736,0,1,1,1,-4522, ,,,,
737,0,1,1,1,-4557, ,,,,
738,0,1,1,1,-4592, ,,,,
739,0,1,1,1,-4624, ,,,,
740,0,1,1,1,-4651, ,,,,
741,0,1,1,1,-4683, ,,,,
742,0,1,1,1,-4708, ,,,,
743,0,1,1,1,-4733, ,,,,
744,0,1,1,1,-4757, ,,,,
745,0,1,1,1,-4773, ,,,,
746,0,1,1,1,-4791, ,,,,
747,0,1,1,1,-4805, ,,,,
748,0,1,1,1,-4820, ,,,,
749,0,1,1,1,-4833, ,,,,
750,0,1,1,1,-4844, ,,,,
751,0,1,1,1,-4855, ,,,,
752,0,1,1,1,-4862, ,,,,
753,0,1,1,1,-4866, ,,,,
754,0,1,1,1,-4874, ,,,,
755,0,1,1,1,-4876, ,,,,
756,0,1,1,1,-4881, ,,,,
757,0,1,1,1,-4889, ,,,,
758,0,1,1,1,-4897, ,,,,
759,0,1,1,1,-4899, ,,,,
760,0,1,1,1,-4905, ,,,,
761,0,1,1,1,-4904, ,,,,
762,0,1,1,1,-4906, ,,,,
763,0,1,1,1,-4903, ,,,,
764,0,1,1,1,-4904, ,,,,
765,0,1,1,1,-4904, ,,,,
766,0,1,1,1,-4903, ,,,,
767,0,1,1,1,-4906, ,,,,
768,0,1,1,1,-4907, ,,,,
769,0,1,1,1,-4912, ,,,,
770,0,1,1,1,-4910, ,,,,
771,0,1,1,1,-4908, ,,,,
772,0,1,1,1,-4909, ,,,,
773,0,1,1,1,-4908, ,,,,
774,0,1,1,1,-4911, ,,,,
775,0,1,1,1,-4910, ,,,,
776,0,1,1,1,-4914, ,,,,
777,0,1,1,1,-4913, ,,,,
778,0,1,1,1,-4913, ,,,,
779,0,1,1,1,-4912, ,,,,
780,0,1,1,1,-4917, ,,,,
781,0,1,1,1,-4914, ,,,,
782,0,1,1,1,-4917, ,,,,
783,0,1,1,1,-4916, ,,,,
784,0,1,1,1,-4917, ,,,,
785,0,1,1,1,-4919, ,,,,
786,0,1,1,1,-4913, ,,,,
787,0,1,1,1,-4914, ,,,,
788,0,1,1,1,-4913, ,,,,
789,0,1,1,1,-4912, ,,,,
790,0,1,1,1,-4910, ,,,,
791,0,1,1,1,-4913, ,,,,
792,0,1,1,1,-4916, ,,,,
793,0,1,1,1,-4918, ,,,,
794,0,1,1,1,-4919, ,,,,
795,0,1,1,1,-4915, ,,,,
796,0,1,1,1,-4915, ,,,,
797,0,1,1,1,-4917, ,,,,
798,0,1,1,1,-4916, ,,,,
799,0,1,1,1,-4919, ,,,,
800,0,1,1,1,-4919, ,,,,
801,0,1,1,1,-4921, ,,,,
802,0,1,1,1,-4921, ,,,,
803,0,1,1,1,-4923, ,,,,
804,0,1,1,1,-4922, ,,,,
805,0,1,1,1,-4924, ,,,,
806,0,1,1,1,-4923, ,,,,
807,0,1,1,1,-4924, ,,,,
808,0,1,1,1,-4924, ,,,,
809,0,1,1,1,-4925, ,,,,
810,0,1,1,1,-4925, ,,,,
811,0,1,1,1,-4933, ,,,,
812,0,1,1,1,-4935, ,,,,
813,0,1,1,1,-4917, ,,,,
814,0,1,1,1,-4803, ,,,,
815,0,1,1,1,-4566, ,,,,
816,0,1,1,1,-4262, ,,,,
817,0,1,1,1,-3977, ,,,,
818,0,1,1,1,-3756, ,,,,
819,0,1,1,1,-3618, ,,,,
820,0,1,1,1,-3558, ,,,,
821,0,1,1,1,-3552, ,,,,
822,0,1,1,1,-3579, ,,,,
823,0,1,1,1,-3629, ,,,,
824,0,1,1,1,-3697, ,,,,
825,0,1,1,1,-3778, ,,,,
826,0,1,1,1,-3861, ,,,,
827,0,1,1,1,-3946, ,,,,
828,0,1,1,1,-4026, ,,,,
829,0,1,1,1,-4102, ,,,,
830,0,1,1,1,-4177, ,,,,
831,0,1,1,1,-4245, ,,,,
832,0,1,1,1,-4309, ,,,,
833,0,1,1,1,-4370, ,,,,
834,0,1,1,1,-4421, ,,,,
835,0,1,1,1,-4472, ,,,,
836,0,1,1,1,-4515, ,,,,
837,0,1,1,1,-4555, ,,,,
838,0,1,1,1,-4592, ,,,,
839,0,1,1,1,-4625, ,,,,
840,0,1,1,1,-4657, ,,,,
841,0,1,1,1,-4686, ,,,,
842,0,1,1,1,-4710, ,,,,
843,0,1,1,1,-4733, ,,,,
844,0,1,1,1,-4752, ,,,,
845,0,1,1,1,-4769, ,,,,
846,0,1,1,1,-4782, ,,,,
847,0,1,1,1,-4798, ,,,,
848,0,1,1,1,-4812, ,,,,
849,0,1,1,1,-4822, ,,,,
850,0,1,1,1,-4834, ,,,,
851,0,1,1,1,-4843, ,,,,
852,0,1,1,1,-4850, ,,,,
853,0,1,1,1,-4856, ,,,,
854,0,1,1,1,-4863, ,,,,
855,0,1,1,1,-4869, ,,,,
856,0,1,1,1,-4875, ,,,,
857,0,1,1,1,-4881, ,,,,
858,0,1,1,1,-4889, ,,,,
859,0,1,1,1,-4893, ,,,,
860,0,1,1,1,-4900, ,,,,
861,0,1,1,1,-4904, ,,,,
862,0,1,1,1,-4907, ,,,,
863,0,1,1,1,-4909, ,,,,
864,0,1,1,1,-4914, ,,,,
865,0,1,1,1,-4917, ,,,,
866,0,1,1,1,-4919, ,,,,
867,0,1,1,1,-4919, ,,,,
868,0,1,1,1,-4920, ,,,,
869,0,1,1,1,-4919, ,,,,
870,0,1,1,1,-4920, ,,,,
871,0,1,1,1,-4923, ,,,,
872,0,1,1,1,-4924, ,,,,
873,0,1,1,1,-4932, ,,,,
874,0,1,1,1,-4933, ,,,,
875,0,1,1,1,-4935, ,,,,
876,0,1,1,1,-4935, ,,,,
877,0,1,1,1,-4934, ,,,,
878,0,1,1,1,-4931, ,,,,
879,0,1,1,1,-4930, ,,,,
880,0,1,1,1,-4930, ,,,,
881,0,1,1,1,-4932, ,,,,
882,0,1,1,1,-4932, ,,,,
883,0,1,1,1,-4935, ,,,,
884,0,1,1,1,-4938, ,,,,
885,0,1,1,1,-4942, ,,,,
886,0,1,1,1,-4944, ,,,,
887,0,1,1,1,-4938, ,,,,
888,0,1,1,1,-4939, ,,,,
889,0,1,1,1,-4937, ,,,,
890,0,1,1,1,-4935, ,,,,
891,0,1,1,1,-4939, ,,,,
892,0,1,1,1,-4934, ,,,,
893,0,1,1,1,-4936, ,,,,
894,0,1,1,1,-4934, ,,,,
895,0,1,1,1,-4932, ,,,,
896,0,1,1,1,-4930, ,,,,
897,0,1,1,1,-4931, ,,,,
898,0,1,1,1,-4931, ,,,,
899,0,1,1,1,-4928, ,,,,
900,0,1,1,1,-4929, ,,,,
901,0,1,1,1,-4930, ,,,,
902,0,1,1,1,-4933, ,,,,
903,0,1,1,1,-4931, ,,,,
904,0,1,1,1,-4930, ,,,,
905,0,1,1,1,-4928, ,,,,
906,0,1,1,1,-4927, ,,,,
907,0,1,1,1,-4927, ,,,,
908,0,1,1,1,-4926, ,,,,
909,0,1,1,1,-4928, ,,,,
910,0,1,1,1,-4929, ,,,,
911,0,1,1,1,-4930, ,,,,
912,0,1,1,1,-4932, ,,,,
913,0,1,1,1,-4911, ,,,,
914,0,1,1,1,-4797, ,,,,
915,0,1,1,1,-4558, ,,,,
916,0,1,1,1,-4260, ,,,,
917,0,1,1,1,-3972, ,,,,
918,0,1,1,1,-3757, ,,,,
919,0,1,1,1,-3622, ,,,,
920,0,1,1,1,-3563, ,,,,
921,0,1,1,1,-3555, ,,,,
922,0,1,1,1,-3580, ,,,,
923,0,1,1,1,-3630, ,,,,
924,0,1,1,1,-3702, ,,,,
925,0,1,1,1,-3780, ,,,,
926,0,1,1,1,-3864, ,,,,
927,0,1,1,1,-3949, ,,,,
928,0,1,1,1,-4028, ,,,,
929,0,1,1,1,-4107, ,,,,
930,0,1,1,1,-4178, ,,,,
931,0,1,1,1,-4244, ,,,,
932,0,1,1,1,-4306, ,,,,
933,0,1,1,1,-4361, ,,,,
934,0,1,1,1,-4416, ,,,,
935,0,1,1,1,-4460, ,,,,
936,0,1,1,1,-4502, ,,,,
937,0,1,1,1,-4534, ,,,,
938,0,1,1,1,-4572, ,,,,
939,0,1,1,1,-4601, ,,,,
940,0,1,1,1,-4629, ,,,,
941,0,1,1,1,-4659, ,,,,
942,0,1,1,1,-4682, ,,,,
943,0,1,1,1,-4701, ,,,,
944,0,1,1,1,-4724, ,,,,
945,0,1,1,1,-4743, ,,,,
946,0,1,1,1,-4761, ,,,,
947,0,1,1,1,-4778, ,,,,
948,0,1,1,1,-4791, ,,,,
949,0,1,1,1,-4805, ,,,,
950,0,1,1,1,-4815, ,,,,
951,0,1,1,1,-4828, ,,,,
952,0,1,1,1,-4838, ,,,,
953,0,1,1,1,-4850, ,,,,
954,0,1,1,1,-4859, ,,,,
955,0,1,1,1,-4868, ,,,,
956,0,1,1,1,-4875, ,,,,
957,0,1,1,1,-4881, ,,,,
958,0,1,1,1,-4887, ,,,,
959,0,1,1,1,-4894, ,,,,
960,0,1,1,1,-4898, ,,,,
961,0,1,1,1,-4901, ,,,,
962,0,1,1,1,-4899, ,,,,
963,0,1,1,1,-4900, ,,,,
964,0,1,1,1,-4905, ,,,,
965,0,1,1,1,-4907, ,,,,
966,0,1,1,1,-4911, ,,,,
967,0,1,1,1,-4913, ,,,,
968,0,1,1,1,-4912, ,,,,
969,0,1,1,1,-4908, ,,,,
970,0,1,1,1,-4911, ,,,,
971,0,1,1,1,-4911, ,,,,
972,0,1,1,1,-4907, ,,,,
973,0,1,1,1,-4908, ,,,,
974,0,1,1,1,-4911, ,,,,
975,0,1,1,1,-4912, ,,,,
976,0,1,1,1,-4916, ,,,,
977,0,1,1,1,-4917, ,,,,
978,0,1,1,1,-4918, ,,,,
979,0,1,1,1,-4915, ,,,,
980,0,1,1,1,-4918, ,,,,
981,0,1,1,1,-4917, ,,,,
982,0,1,1,1,-4922, ,,,,
983,0,1,1,1,-4926, ,,,,
984,0,1,1,1,-4930, ,,,,
985,0,1,1,1,-4934, ,,,,
986,0,1,1,1,-4935, ,,,,
987,0,1,1,1,-4938, ,,,,
988,0,1,1,1,-4941, ,,,,
989,0,1,1,1,-4939, ,,,,
990,0,1,1,1,-4939, ,,,,
991,0,1,1,1,-4938, ,,,,
992,0,1,1,1,-4939, ,,,,
993,0,1,1,1,-4941, ,,,,
994,0,1,1,1,-4940, ,,,,
995,0,1,1,1,-4939, ,,,,
996,0,1,1,1,-4939, ,,,,
997,0,1,1,1,-4939, ,,,,
998,0,1,1,1,-4937, ,,,,
999,0,1,1,1,-4936, ,,,,
1000,0,1,1,1,-4939, ,,,,
1001,0,1,1,1,-4939, ,,,,
1002,0,1,1,1,-4939, ,,,,
1003,0,1,1,1,-4937, ,,,,
1004,0,1,1,1,-4934, ,,,,
1005,0,1,1,1,-4931, ,,,,
1006,0,1,1,1,-4933, ,,,,
1007,0,1,1,1,-4931, ,,,,
1008,0,1,1,1,-4935, ,,,,
1009,0,1,1,1,-4935, ,,,,
1010,0,1,1,1,-4939, ,,,,
1011,0,1,1,1,-4939, ,,,,
1012,0,1,1,1,-4940, ,,,,
1013,0,1,1,1,-4920, ,,,,
1014,0,1,1,1,-4806, ,,,,
1015,0,1,1,1,-4572, ,,,,
1016,0,1,1,1,-4271, ,,,,
1017,0,1,1,1,-3984, ,,,,
1018,0,1,1,1,-3766, ,,,,
1019,0,1,1,1,-3633, ,,,,
1020,0,1,1,1,-3572, ,,,,
1021,0,1,1,1,-3569, ,,,,
1022,0,1,1,1,-3595, ,,,,
1023,0,1,1,1,-3647, ,,,,
1024,0,1,1,1,-3715, ,,,,
1025,0,1,1,1,-3797, ,,,,
1026,0,1,1,1,-3878, ,,,,
1027,0,1,1,1,-3962, ,,,,
1028,0,1,1,1,-4040, ,,,,
1029,0,1,1,1,-4118, ,,,,
1030,0,1,1,1,-4190, ,,,,
1031,0,1,1,1,-4260, ,,,,
1032,0,1,1,1,-4325, ,,,,
1033,0,1,1,1,-4385, ,,,,
1034,0,1,1,1,-4434, ,,,,
1035,0,1,1,1,-4481, ,,,,
1036,0,1,1,1,-4522, ,,,,
1037,0,1,1,1,-4558, ,,,,
1038,0,1,1,1,-4594, ,,,,
1039,0,1,1,1,-4631, ,,,,
1040,0,1,1,1,-4658, ,,,,
1041,0,1,1,1,-4690, ,,,,
1042,0,1,1,1,-4714, ,,,,
1043,0,1,1,1,-4735, ,,,,
1044,0,1,1,1,-4759, ,,,,
1045,0,1,1,1,-4779, ,,,,
1046,0,1,1,1,-4796, ,,,,
1047,0,1,1,1,-4808, ,,,,
1048,0,1,1,1,-4822, ,,,,
1049,0,1,1,1,-4833, ,,,,
1050,0,1,1,1,-4843, ,,,,
1051,0,1,1,1,-4853, ,,,,
1052,0,1,1,1,-4859, ,,,,
1053,0,1,1,1,-4865, ,,,,
1054,0,1,1,1,-4866, ,,,,
1055,0,1,1,1,-4872, ,,,,
1056,0,1,1,1,-4877, ,,,,
1057,0,1,1,1,-4878, ,,,,
1058,0,1,1,1,-4882, ,,,,
1059,0,1,1,1,-4889, ,,,,
1060,0,1,1,1,-4890, ,,,,
1061,0,1,1,1,-4893, ,,,,
1062,0,1,1,1,-4893, ,,,,
1063,0,1,1,1,-4893, ,,,,
1064,0,1,1,1,-4895, ,,,,
1065,0,1,1,1,-4899, ,,,,
1066,0,1,1,1,-4906, ,,,,
1067,0,1,1,1,-4907, ,,,,
1068,0,1,1,1,-4912, ,,,,
1069,0,1,1,1,-4910, ,,,,
1070,0,1,1,1,-4910, ,,,,
1071,0,1,1,1,-4911, ,,,,
1072,0,1,1,1,-4909, ,,,,
1073,0,1,1,1,-4909, ,,,,
1074,0,1,1,1,-4912, ,,,,
1075,0,1,1,1,-4916, ,,,,
1076,0,1,1,1,-4917, ,,,,
1077,0,1,1,1,-4923, ,,,,
1078,0,1,1,1,-4926, ,,,,
1079,0,1,1,1,-4928, ,,,,
1080,0,1,1,1,-4931, ,,,,
1081,0,1,1,1,-4933, ,,,,
1082,0,1,1,1,-4934, ,,,,
1083,0,1,1,1,-4934, ,,,,
1084,0,1,1,1,-4936, ,,,,
1085,0,1,1,1,-4936, ,,,,
1086,0,1,1,1,-4938, ,,,,
1087,0,1,1,1,-4936, ,,,,
1088,0,1,1,1,-4933, ,,,,
1089,0,1,1,1,-4932, ,,,,
1090,0,1,1,1,-4934, ,,,,
1091,0,1,1,1,-4933, ,,,,
1092,0,1,1,1,-4936, ,,,,
1093,0,1,1,1,-4936, ,,,,
1094,0,1,1,1,-4937, ,,,,
1095,0,1,1,1,-4935, ,,,,
1096,0,1,1,1,-4935, ,,,,
1097,0,1,1,1,-4931, ,,,,
1098,0,1,1,1,-4929, ,,,,
1099,0,1,1,1,-4931, ,,,,
1100,0,1,1,1,-4930, ,,,,
1101,0,1,1,1,-4928, ,,,,
1102,0,1,1,1,-4924, ,,,,
1103,0,1,1,1,-4922, ,,,,
1104,0,1,1,1,-4921, ,,,,
1105,0,1,1,1,-4919, ,,,,
1106,0,1,1,1,-4914, ,,,,
1107,0,1,1,1,-4914, ,,,,
1108,0,1,1,1,-4911, ,,,,
1109,0,1,1,1,-4916, ,,,,
1110,0,1,1,1,-4916, ,,,,
1111,0,1,1,1,-4918, ,,,,
1112,0,1,1,1,-4918, ,,,,
1113,0,1,1,1,-4903, ,,,,
1114,0,1,1,1,-4793, ,,,,
1115,0,1,1,1,-4556, ,,,,
1116,0,1,1,1,-4255, ,,,,
1117,0,1,1,1,-3971, ,,,,
1118,0,1,1,1,-3752, ,,,,
1119,0,1,1,1,-3619, ,,,,
1120,0,1,1,1,-3554, ,,,,
1121,0,1,1,1,-3550, ,,,,
1122,0,1,1,1,-3580, ,,,,
1123,0,1,1,1,-3633, ,,,,
1124,0,1,1,1,-3702, ,,,,
1125,0,1,1,1,-3780, ,,,,
1126,0,1,1,1,-3862, ,,,,
1127,0,1,1,1,-3945, ,,,,
1128,0,1,1,1,-4025, ,,,,
1129,0,1,1,1,-4097, ,,,,
1130,0,1,1,1,-4176, ,,,,
1131,0,1,1,1,-4243, ,,,,
1132,0,1,1,1,-4308, ,,,,
1133,0,1,1,1,-4367, ,,,,
1134,0,1,1,1,-4418, ,,,,
1135,0,1,1,1,-4467, ,,,,
1136,0,1,1,1,-4509, ,,,,
1137,0,1,1,1,-4551, ,,,,
1138,0,1,1,1,-4587, ,,,,
1139,0,1,1,1,-4622, ,,,,
1140,0,1,1,1,-4653, ,,,,
1141,0,1,1,1,-4681, ,,,,
1142,0,1,1,1,-4709, ,,,,
1143,0,1,1,1,-4731, ,,,,
1144,0,1,1,1,-4749, ,,,,
1145,0,1,1,1,-4768, ,,,,
1146,0,1,1,1,-4782, ,,,,
1147,0,1,1,1,-4800, ,,,,
1148,0,1,1,1,-4811, ,,,,
1149,0,1,1,1,-4827, ,,,,
1150,0,1,1,1,-4839, ,,,,
1151,0,1,1,1,-4851, ,,,,
1152,0,1,1,1,-4858, ,,,,
1153,0,1,1,1,-4864, ,,,,
1154,0,1,1,1,-4868, ,,,,
1155,0,1,1,1,-4874, ,,,,
1156,0,1,1,1,-4877, ,,,,
1157,0,1,1,1,-4886, ,,,,
1158,0,1,1,1,-4890, ,,,,
1159,0,1,1,1,-4897, ,,,,
1160,0,1,1,1,-4900, ,,,,
1161,0,1,1,1,-4901, ,,,,
1162,0,1,1,1,-4904, ,,,,
1163,0,1,1,1,-4908, ,,,,
1164,0,1,1,1,-4907, ,,,,
1165,0,1,1,1,-4911, ,,,,
1166,0,1,1,1,-4910, ,,,,
1167,0,1,1,1,-4916, ,,,,
1168,0,1,1,1,-4918, ,,,,
1169,0,1,1,1,-4919, ,,,,
1170,0,1,1,1,-4920, ,,,,
1171,0,1,1,1,-4916, ,,,,
1172,0,1,1,1,-4917, ,,,,
1173,0,1,1,1,-4917, ,,,,
1174,0,1,1,1,-4920, ,,,,
1175,0,1,1,1,-4919, ,,,,
1176,0,1,1,1,-4917, ,,,,
1177,0,1,1,1,-4921, ,,,,
1178,0,1,1,1,-4920, ,,,,
1179,0,1,1,1,-4921, ,,,,
1180,0,1,1,1,-4920, ,,,,
1181,0,1,1,1,-4920, ,,,,
1182,0,1,1,1,-4920, ,,,,
1183,0,1,1,1,-4923, ,,,,
1184,0,1,1,1,-4921, ,,,,
1185,0,1,1,1,-4926, ,,,,
1186,0,1,1,1,-4925, ,,,,
1187,0,1,1,1,-4923, ,,,,
1188,0,1,1,1,-4922, ,,,,
1189,0,1,1,1,-4922, ,,,,
1190,0,1,1,1,-4925, ,,,,
1191,0,1,1,1,-4926, ,,,,
1192,0,1,1,1,-4928, ,,,,
1193,0,1,1,1,-4932, ,,,,
1194,0,1,1,1,-4929, ,,,,
1195,0,1,1,1,-4928, ,,,,
1196,0,1,1,1,-4929, ,,,,
1197,0,1,1,1,-4930, ,,,,
1198,0,1,1,1,-4928, ,,,,
1199,0,1,1,1,-4929, ,,,,
1200,0,1,1,1,-4929, ,,,,
1201,0,1,1,1,-4931, ,,,,
1202,0,1,1,1,-4929, ,,,,
1203,0,1,1,1,-4931, ,,,,
1204,0,1,1,1,-4931, ,,,,
1205,0,1,1,1,-4932, ,,,,
1206,0,1,1,1,-4932, ,,,,
1207,0,1,1,1,-4932, ,,,,
1208,0,1,1,1,-4930, ,,,,
1209,0,1,1,1,-4928, ,,,,
1210,0,1,1,1,-4928, ,,,,
1211,0,1,1,1,-4930, ,,,,
1212,0,1,1,1,-4929, ,,,,
1213,0,1,1,1,-4911, ,,,,
1214,0,1,1,1,-4792, ,,,,
1215,0,1,1,1,-4552, ,,,,
1216,0,1,1,1,-4248, ,,,,
1217,0,1,1,1,-3959, ,,,,
1218,0,1,1,1,-3735, ,,,,
1219,0,1,1,1,-3596, ,,,,
1220,0,1,1,1,-3539, ,,,,
1221,0,1,1,1,-3531, ,,,,
1222,0,1,1,1,-3559, ,,,,
1223,0,1,1,1,-3613, ,,,,
1224,0,1,1,1,-3682, ,,,,
1225,0,1,1,1,-3763, ,,,,
1226,0,1,1,1,-3849, ,,,,
1227,0,1,1,1,-3934, ,,,,
1228,0,1,1,1,-4015, ,,,,
1229,0,1,1,1,-4094, ,,,,
1230,0,1,1,1,-4168, ,,,,
1231,0,1,1,1,-4235, ,,,,
1232,0,1,1,1,-4300, ,,,,
1233,0,1,1,1,-4358, ,,,,
1234,0,1,1,1,-4414, ,,,,
1235,0,1,1,1,-4462, ,,,,
1236,0,1,1,1,-4506, ,,,,
1237,0,1,1,1,-4548, ,,,,
1238,0,1,1,1,-4587, ,,,,
1239,0,1,1,1,-4621, ,,,,
1240,0,1,1,1,-4661, ,,,,
1241,0,1,1,1,-4691, ,,,,
1242,0,1,1,1,-4721, ,,,,
1243,0,1,1,1,-4743, ,,,,
1244,0,1,1,1,-4761, ,,,,
1245,0,1,1,1,-4779, ,,,,
1246,0,1,1,1,-4796, ,,,,
1247,0,1,1,1,-4809, ,,,,
1248,0,1,1,1,-4825, ,,,,
1249,0,1,1,1,-4838, ,,,,
1250,0,1,1,1,-4851, ,,,,
1251,0,1,1,1,-4862, ,,,,
1252,0,1,1,1,-4869, ,,,,
1253,0,1,1,1,-4871, ,,,,
1254,0,1,1,1,-4879, ,,,,
1255,0,1,1,1,-4886, ,,,,
1256,0,1,1,1,-4891, ,,,,
1257,0,1,1,1,-4897, ,,,,
1258,0,1,1,1,-4903, ,,,,
1259,0,1,1,1,-4908, ,,,,
1260,0,1,1,1,-4909, ,,,,
1261,0,1,1,1,-4914, ,,,,
1262,0,1,1,1,-4913, ,,,,
1263,0,1,1,1,-4915, ,,,,
1264,0,1,1,1,-4917, ,,,,
1265,0,1,1,1,-4919, ,,,,
1266,0,1,1,1,-4922, ,,,,
1267,0,1,1,1,-4924, ,,,,
1268,0,1,1,1,-4927, ,,,,
1269,0,1,1,1,-4928, ,,,,
1270,0,1,1,1,-4930, ,,,,
1271,0,1,1,1,-4935, ,,,,
1272,0,1,1,1,-4936, ,,,,
1273,0,1,1,1,-4939, ,,,,
1274,0,1,1,1,-4941, ,,,,
1275,0,1,1,1,-4938, ,,,,
1276,0,1,1,1,-4939, ,,,,
1277,0,1,1,1,-4936, ,,,,
1278,0,1,1,1,-4937, ,,,,
1279,0,1,1,1,-4933, ,,,,
1280,0,1,1,1,-4928, ,,,,
1281,0,1,1,1,-4928, ,,,,
1282,0,1,1,1,-4933, ,,,,
1283,0,1,1,1,-4931, ,,,,
1284,0,1,1,1,-4936, ,,,,
1285,0,1,1,1,-4937, ,,,,
1286,0,1,1,1,-4939, ,,,,
1287,0,1,1,1,-4936, ,,,,
1288,0,1,1,1,-4936, ,,,,
1289,0,1,1,1,-4935, ,,,,
1290,0,1,1,1,-4933, ,,,,
1291,0,1,1,1,-4930, ,,,,
1292,0,1,1,1,-4931, ,,,,
1293,0,1,1,1,-4930, ,,,,
1294,0,1,1,1,-4930, ,,,,
1295,0,1,1,1,-4927, ,,,,
1296,0,1,1,1,-4930, ,,,,
1297,0,1,1,1,-4931, ,,,,
1298,0,1,1,1,-4933, ,,,,
1299,0,1,1,1,-4933, ,,,,
1300,0,1,1,1,-4931, ,,,,
1301,0,1,1,1,-4932, ,,,,
1302,0,1,1,1,-4934, ,,,,
1303,0,1,1,1,-4933, ,,,,
1304,0,1,1,1,-4935, ,,,,
1305,0,1,1,1,-4939, ,,,,
1306,0,1,1,1,-4939, ,,,,
1307,0,1,1,1,-4943, ,,,,
1308,0,1,1,1,-4945, ,,,,
1309,0,1,1,1,-4943, ,,,,
1310,0,1,1,1,-4949, ,,,,
1311,0,1,1,1,-4947, ,,,,
1312,0,1,1,1,-4943, ,,,,
1313,0,1,1,1,-4921, ,,,,
1314,0,1,1,1,-4805, ,,,,
1315,0,1,1,1,-4566, ,,,,
1316,0,1,1,1,-4264, ,,,,
1317,0,1,1,1,-3974, ,,,,
1318,0,1,1,1,-3755, ,,,,
1319,0,1,1,1,-3619, ,,,,
1320,0,1,1,1,-3558, ,,,,
1321,0,1,1,1,-3549, ,,,,
1322,0,1,1,1,-3576, ,,,,
1323,0,1,1,1,-3628, ,,,,
1324,0,1,1,1,-3698, ,,,,
1325,0,1,1,1,-3777, ,,,,
1326,0,1,1,1,-3861, ,,,,
1327,0,1,1,1,-3943, ,,,,
1328,0,1,1,1,-4026, ,,,,
1329,0,1,1,1,-4100, ,,,,
1330,0,1,1,1,-4173, ,,,,
1331,0,1,1,1,-4245, ,,,,
1332,0,1,1,1,-4308, ,,,,
1333,0,1,1,1,-4369, ,,,,
1334,0,1,1,1,-4422, ,,,,
1335,0,1,1,1,-4473, ,,,,
1336,0,1,1,1,-4516, ,,,,
1337,0,1,1,1,-4554, ,,,,
1338,0,1,1,1,-4593, ,,,,
1339,0,1,1,1,-4625, ,,,,
1340,0,1,1,1,-4660, ,,,,
1341,0,1,1,1,-4687, ,,,,
1342,0,1,1,1,-4713, ,,,,
1343,0,1,1,1,-4735, ,,,,
1344,0,1,1,1,-4756, ,,,,
1345,0,1,1,1,-4776, ,,,,
1346,0,1,1,1,-4792, ,,,,
1347,0,1,1,1,-4806, ,,,,
1348,0,1,1,1,-4816, ,,,,
1349,0,1,1,1,-4825, ,,,,
1350,0,1,1,1,-4838, ,,,,
1351,0,1,1,1,-4847, ,,,,
1352,0,1,1,1,-4857, ,,,,
1353,0,1,1,1,-4865, ,,,,
1354,0,1,1,1,-4870, ,,,,
1355,0,1,1,1,-4877, ,,,,
1356,0,1,1,1,-4879, ,,,,
1357,0,1,1,1,-4885, ,,,,
