time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4682.275256,402.2006231,MAX,min,
1358,0,1,1,1,-4888, ,,,,
1359,0,1,1,1,-4895, ,,,,
1360,0,1,1,1,-4894, ,,,,
1361,0,1,1,1,-4896, ,,,,
1362,0,1,1,1,-4894, ,,,,
1363,0,1,1,1,-4891, ,,,,
1364,0,1,1,1,-4895, ,,,,
1365,0,1,1,1,-4896, ,,,,
1366,0,1,1,1,-4900, ,,,,
1367,0,1,1,1,-4904, ,,,,
1368,0,1,1,1,-4909, ,,,,
1369,0,1,1,1,-4913, ,,,,
1370,0,1,1,1,-4909, ,,,,
1371,0,1,1,1,-4914, ,,,,
1372,0,1,1,1,-4913, ,,,,
1373,0,1,1,1,-4918, ,,,,
1374,0,1,1,1,-4918, ,,,,
1375,0,1,1,1,-4921, ,,,,
1376,0,1,1,1,-4922, ,,,,
1377,0,1,1,1,-4923, ,,,,
1378,0,1,1,1,-4923, ,,,,
1379,0,1,1,1,-4925, ,,,,
1380,0,1,1,1,-4925, ,,,,
1381,0,1,1,1,-4930, ,,,,
1382,0,1,1,1,-4932, ,,,,
1383,0,1,1,1,-4934, ,,,,
1384,0,1,1,1,-4935, ,,,,
1385,0,1,1,1,-4939, ,,,,
1386,0,1,1,1,-4935, ,,,,
1387,0,1,1,1,-4937, ,,,,
1388,0,1,1,1,-4939, ,,,,
1389,0,1,1,1,-4940, ,,,,
1390,0,1,1,1,-4940, ,,,,
1391,0,1,1,1,-4939, ,,,,
1392,0,1,1,1,-4937, ,,,,
1393,0,1,1,1,-4938, ,,,,
1394,0,1,1,1,-4935, ,,,,
1395,0,1,1,1,-4934, ,,,,
1396,0,1,1,1,-4934, ,,,,
1397,0,1,1,1,-4935, ,,,,
1398,0,1,1,1,-4933, ,,,,
1399,0,1,1,1,-4931, ,,,,
1400,0,1,1,1,-4929, ,,,,
1401,0,1,1,1,-4928, ,,,,
1402,0,1,1,1,-4925, ,,,,
1403,0,1,1,1,-4927, ,,,,
1404,0,1,1,1,-4925, ,,,,
1405,0,1,1,1,-4926, ,,,,
1406,0,1,1,1,-4927, ,,,,
1407,0,1,1,1,-4928, ,,,,
1408,0,1,1,1,-4932, ,,,,
1409,0,1,1,1,-4935, ,,,,
1410,0,1,1,1,-4936, ,,,,
1411,0,1,1,1,-4939, ,,,,
1412,0,1,1,1,-4941, ,,,,
1413,0,1,1,1,-4924, ,,,,
1414,0,1,1,1,-4803, ,,,,
1415,0,1,1,1,-4563, ,,,,
1416,0,1,1,1,-4255, ,,,,
1417,0,1,1,1,-3965, ,,,,
1418,0,1,1,1,-3738, ,,,,
1419,0,1,1,1,-3598, ,,,,
1420,0,1,1,1,-3538, ,,,,
1421,0,1,1,1,-3527, ,,,,
1422,0,1,1,1,-3555, ,,,,
1423,0,1,1,1,-3603, ,,,,
1424,0,1,1,1,-3673, ,,,,
1425,0,1,1,1,-3749, ,,,,
1426,0,1,1,1,-3833, ,,,,
1427,0,1,1,1,-3916, ,,,,
1428,0,1,1,1,-3996, ,,,,
1429,0,1,1,1,-4076, ,,,,
1430,0,1,1,1,-4150, ,,,,
1431,0,1,1,1,-4219, ,,,,
1432,0,1,1,1,-4286, ,,,,
1433,0,1,1,1,-4347, ,,,,
1434,0,1,1,1,-4403, ,,,,
1435,0,1,1,1,-4451, ,,,,
1436,0,1,1,1,-4495, ,,,,
1437,0,1,1,1,-4539, ,,,,
1438,0,1,1,1,-4576, ,,,,
1439,0,1,1,1,-4611, ,,,,
1440,0,1,1,1,-4642, ,,,,
1441,0,1,1,1,-4673, ,,,,
1442,0,1,1,1,-4695, ,,,,
1443,0,1,1,1,-4719, ,,,,
1444,0,1,1,1,-4742, ,,,,
1445,0,1,1,1,-4764, ,,,,
1446,0,1,1,1,-4782, ,,,,
1447,0,1,1,1,-4796, ,,,,
1448,0,1,1,1,-4810, ,,,,
1449,0,1,1,1,-4825, ,,,,
1450,0,1,1,1,-4836, ,,,,
1451,0,1,1,1,-4849, ,,,,
1452,0,1,1,1,-4856, ,,,,
1453,0,1,1,1,-4861, ,,,,
1454,0,1,1,1,-4867, ,,,,
1455,0,1,1,1,-4871, ,,,,
1456,0,1,1,1,-4876, ,,,,
1457,0,1,1,1,-4883, ,,,,
1458,0,1,1,1,-4888, ,,,,
1459,0,1,1,1,-4895, ,,,,
1460,0,1,1,1,-4901, ,,,,
1461,0,1,1,1,-4901, ,,,,
1462,0,1,1,1,-4901, ,,,,
1463,0,1,1,1,-4902, ,,,,
1464,0,1,1,1,-4905, ,,,,
1465,0,1,1,1,-4905, ,,,,
1466,0,1,1,1,-4911, ,,,,
1467,0,1,1,1,-4917, ,,,,
1468,0,1,1,1,-4918, ,,,,
1469,0,1,1,1,-4922, ,,,,
1470,0,1,1,1,-4925, ,,,,
1471,0,1,1,1,-4927, ,,,,
1472,0,1,1,1,-4930, ,,,,
1473,0,1,1,1,-4925, ,,,,
1474,0,1,1,1,-4924, ,,,,
1475,0,1,1,1,-4923, ,,,,
1476,0,1,1,1,-4922, ,,,,
1477,0,1,1,1,-4922, ,,,,
1478,0,1,1,1,-4922, ,,,,
1479,0,1,1,1,-4920, ,,,,
1480,0,1,1,1,-4916, ,,,,
1481,0,1,1,1,-4916, ,,,,
1482,0,1,1,1,-4914, ,,,,
1483,0,1,1,1,-4913, ,,,,
1484,0,1,1,1,-4914, ,,,,
1485,0,1,1,1,-4914, ,,,,
1486,0,1,1,1,-4916, ,,,,
1487,0,1,1,1,-4919, ,,,,
1488,0,1,1,1,-4922, ,,,,
1489,0,1,1,1,-4923, ,,,,
1490,0,1,1,1,-4927, ,,,,
1491,0,1,1,1,-4923, ,,,,
1492,0,1,1,1,-4926, ,,,,
1493,0,1,1,1,-4925, ,,,,
1494,0,1,1,1,-4927, ,,,,
1495,0,1,1,1,-4929, ,,,,
1496,0,1,1,1,-4930, ,,,,
1497,0,1,1,1,-4933, ,,,,
1498,0,1,1,1,-4935, ,,,,
1499,0,1,1,1,-4939, ,,,,
1500,0,1,1,1,-4938, ,,,,
1501,0,1,1,1,-4941, ,,,,
1502,0,1,1,1,-4943, ,,,,
1503,0,1,1,1,-4944, ,,,,
1504,0,1,1,1,-4946, ,,,,
1505,0,1,1,1,-4947, ,,,,
1506,0,1,1,1,-4946, ,,,,
1507,0,1,1,1,-4942, ,,,,
1508,0,1,1,1,-4941, ,,,,
1509,0,1,1,1,-4942, ,,,,
1510,0,1,1,1,-4944, ,,,,
1511,0,1,1,1,-4948, ,,,,
1512,0,1,1,1,-4946, ,,,,
1513,0,1,1,1,-4926, ,,,,
1514,0,1,1,1,-4810, ,,,,
1515,0,1,1,1,-4567, ,,,,
1516,0,1,1,1,-4259, ,,,,
1517,0,1,1,1,-3971, ,,,,
1518,0,1,1,1,-3752, ,,,,
1519,0,1,1,1,-3620, ,,,,
1520,0,1,1,1,-3560, ,,,,
1521,0,1,1,1,-3552, ,,,,
1522,0,1,1,1,-3582, ,,,,
1523,0,1,1,1,-3632, ,,,,
1524,0,1,1,1,-3703, ,,,,
1525,0,1,1,1,-3780, ,,,,
1526,0,1,1,1,-3860, ,,,,
1527,0,1,1,1,-3943, ,,,,
1528,0,1,1,1,-4025, ,,,,
1529,0,1,1,1,-4103, ,,,,
1530,0,1,1,1,-4180, ,,,,
1531,0,1,1,1,-4248, ,,,,
1532,0,1,1,1,-4313, ,,,,
1533,0,1,1,1,-4376, ,,,,
1534,0,1,1,1,-4427, ,,,,
1535,0,1,1,1,-4478, ,,,,
1536,0,1,1,1,-4523, ,,,,
1537,0,1,1,1,-4562, ,,,,
1538,0,1,1,1,-4598, ,,,,
1539,0,1,1,1,-4635, ,,,,
1540,0,1,1,1,-4664, ,,,,
1541,0,1,1,1,-4695, ,,,,
1542,0,1,1,1,-4722, ,,,,
1543,0,1,1,1,-4745, ,,,,
1544,0,1,1,1,-4763, ,,,,
1545,0,1,1,1,-4785, ,,,,
1546,0,1,1,1,-4799, ,,,,
1547,0,1,1,1,-4812, ,,,,
1548,0,1,1,1,-4827, ,,,,
1549,0,1,1,1,-4841, ,,,,
1550,0,1,1,1,-4854, ,,,,
1551,0,1,1,1,-4863, ,,,,
1552,0,1,1,1,-4872, ,,,,
1553,0,1,1,1,-4879, ,,,,
1554,0,1,1,1,-4885, ,,,,
1555,0,1,1,1,-4892, ,,,,
1556,0,1,1,1,-4893, ,,,,
1557,0,1,1,1,-4897, ,,,,
1558,0,1,1,1,-4900, ,,,,
1559,0,1,1,1,-4906, ,,,,
1560,0,1,1,1,-4911, ,,,,
1561,0,1,1,1,-4909, ,,,,
1562,0,1,1,1,-4912, ,,,,
1563,0,1,1,1,-4910, ,,,,
1564,0,1,1,1,-4914, ,,,,
1565,0,1,1,1,-4915, ,,,,
1566,0,1,1,1,-4917, ,,,,
1567,0,1,1,1,-4921, ,,,,
1568,0,1,1,1,-4922, ,,,,
1569,0,1,1,1,-4921, ,,,,
1570,0,1,1,1,-4922, ,,,,
1571,0,1,1,1,-4922, ,,,,
1572,0,1,1,1,-4924, ,,,,
1573,0,1,1,1,-4925, ,,,,
1574,0,1,1,1,-4928, ,,,,
1575,0,1,1,1,-4929, ,,,,
1576,0,1,1,1,-4935, ,,,,
1577,0,1,1,1,-4937, ,,,,
1578,0,1,1,1,-4937, ,,,,
1579,0,1,1,1,-4934, ,,,,
1580,0,1,1,1,-4931, ,,,,
1581,0,1,1,1,-4932, ,,,,
1582,0,1,1,1,-4930, ,,,,
1583,0,1,1,1,-4931, ,,,,
1584,0,1,1,1,-4928, ,,,,
1585,0,1,1,1,-4930, ,,,,
1586,0,1,1,1,-4927, ,,,,
1587,0,1,1,1,-4926, ,,,,
1588,0,1,1,1,-4927, ,,,,
1589,0,1,1,1,-4924, ,,,,
1590,0,1,1,1,-4923, ,,,,
1591,0,1,1,1,-4924, ,,,,
1592,0,1,1,1,-4921, ,,,,
1593,0,1,1,1,-4921, ,,,,
1594,0,1,1,1,-4918, ,,,,
1595,0,1,1,1,-4922, ,,,,
1596,0,1,1,1,-4919, ,,,,
1597,0,1,1,1,-4924, ,,,,
1598,0,1,1,1,-4926, ,,,,
1599,0,1,1,1,-4930, ,,,,
1600,0,1,1,1,-4927, ,,,,
1601,0,1,1,1,-4928, ,,,,
1602,0,1,1,1,-4926, ,,,,
1603,0,1,1,1,-4924, ,,,,
1604,0,1,1,1,-4926, ,,,,
1605,0,1,1,1,-4923, ,,,,
1606,0,1,1,1,-4927, ,,,,
1607,0,1,1,1,-4926, ,,,,
1608,0,1,1,1,-4930, ,,,,
1609,0,1,1,1,-4933, ,,,,
1610,0,1,1,1,-4938, ,,,,
1611,0,1,1,1,-4942, ,,,,
1612,0,1,1,1,-4948, ,,,,
1613,0,1,1,1,-4928, ,,,,
1614,0,1,1,1,-4812, ,,,,
1615,0,1,1,1,-4573, ,,,,
1616,0,1,1,1,-4272, ,,,,
1617,0,1,1,1,-3979, ,,,,
1618,0,1,1,1,-3757, ,,,,
1619,0,1,1,1,-3617, ,,,,
1620,0,1,1,1,-3552, ,,,,
1621,0,1,1,1,-3547, ,,,,
1622,0,1,1,1,-3571, ,,,,
1623,0,1,1,1,-3617, ,,,,
1624,0,1,1,1,-3688, ,,,,
1625,0,1,1,1,-3768, ,,,,
1626,0,1,1,1,-3848, ,,,,
1627,0,1,1,1,-3930, ,,,,
1628,0,1,1,1,-4012, ,,,,
1629,0,1,1,1,-4090, ,,,,
1630,0,1,1,1,-4162, ,,,,
1631,0,1,1,1,-4233, ,,,,
1632,0,1,1,1,-4301, ,,,,
1633,0,1,1,1,-4364, ,,,,
1634,0,1,1,1,-4418, ,,,,
1635,0,1,1,1,-4468, ,,,,
1636,0,1,1,1,-4510, ,,,,
1637,0,1,1,1,-4551, ,,,,
1638,0,1,1,1,-4584, ,,,,
1639,0,1,1,1,-4618, ,,,,
1640,0,1,1,1,-4652, ,,,,
1641,0,1,1,1,-4677, ,,,,
1642,0,1,1,1,-4701, ,,,,
1643,0,1,1,1,-4719, ,,,,
1644,0,1,1,1,-4735, ,,,,
1645,0,1,1,1,-4751, ,,,,
1646,0,1,1,1,-4765, ,,,,
1647,0,1,1,1,-4780, ,,,,
1648,0,1,1,1,-4790, ,,,,
1649,0,1,1,1,-4806, ,,,,
1650,0,1,1,1,-4820, ,,,,
1651,0,1,1,1,-4826, ,,,,
1652,0,1,1,1,-4832, ,,,,
1653,0,1,1,1,-4843, ,,,,
1654,0,1,1,1,-4850, ,,,,
1655,0,1,1,1,-4858, ,,,,
1656,0,1,1,1,-4864, ,,,,
1657,0,1,1,1,-4870, ,,,,
1658,0,1,1,1,-4877, ,,,,
1659,0,1,1,1,-4883, ,,,,
1660,0,1,1,1,-4886, ,,,,
1661,0,1,1,1,-4892, ,,,,
1662,0,1,1,1,-4893, ,,,,
1663,0,1,1,1,-4893, ,,,,
1664,0,1,1,1,-4895, ,,,,
1665,0,1,1,1,-4896, ,,,,
1666,0,1,1,1,-4900, ,,,,
1667,0,1,1,1,-4903, ,,,,
1668,0,1,1,1,-4903, ,,,,
1669,0,1,1,1,-4903, ,,,,
1670,0,1,1,1,-4905, ,,,,
1671,0,1,1,1,-4907, ,,,,
1672,0,1,1,1,-4908, ,,,,
1673,0,1,1,1,-4912, ,,,,
1674,0,1,1,1,-4917, ,,,,
1675,0,1,1,1,-4918, ,,,,
1676,0,1,1,1,-4917, ,,,,
1677,0,1,1,1,-4918, ,,,,
1678,0,1,1,1,-4911, ,,,,
1679,0,1,1,1,-4914, ,,,,
1680,0,1,1,1,-4912, ,,,,
1681,0,1,1,1,-4918, ,,,,
1682,0,1,1,1,-4918, ,,,,
1683,0,1,1,1,-4924, ,,,,
1684,0,1,1,1,-4925, ,,,,
1685,0,1,1,1,-4927, ,,,,
1686,0,1,1,1,-4931, ,,,,
1687,0,1,1,1,-4932, ,,,,
1688,0,1,1,1,-4929, ,,,,
1689,0,1,1,1,-4934, ,,,,
1690,0,1,1,1,-4933, ,,,,
1691,0,1,1,1,-4935, ,,,,
1692,0,1,1,1,-4933, ,,,,
1693,0,1,1,1,-4933, ,,,,
1694,0,1,1,1,-4935, ,,,,
1695,0,1,1,1,-4936, ,,,,
1696,0,1,1,1,-4933, ,,,,
1697,0,1,1,1,-4933, ,,,,
1698,0,1,1,1,-4936, ,,,,
1699,0,1,1,1,-4936, ,,,,
1700,0,1,1,1,-4935, ,,,,
1701,0,1,1,1,-4935, ,,,,
1702,0,1,1,1,-4935, ,,,,
1703,0,1,1,1,-4936, ,,,,
1704,0,1,1,1,-4935, ,,,,
1705,0,1,1,1,-4933, ,,,,
1706,0,1,1,1,-4935, ,,,,
1707,0,1,1,1,-4933, ,,,,
1708,0,1,1,1,-4933, ,,,,
1709,0,1,1,1,-4938, ,,,,
1710,0,1,1,1,-4941, ,,,,
1711,0,1,1,1,-4941, ,,,,
1712,0,1,1,1,-4938, ,,,,
1713,0,1,1,1,-4918, ,,,,
1714,0,1,1,1,-4804, ,,,,
1715,0,1,1,1,-4564, ,,,,
1716,0,1,1,1,-4265, ,,,,
1717,0,1,1,1,-3976, ,,,,
1718,0,1,1,1,-3755, ,,,,
1719,0,1,1,1,-3617, ,,,,
1720,0,1,1,1,-3558, ,,,,
1721,0,1,1,1,-3551, ,,,,
1722,0,1,1,1,-3572, ,,,,
1723,0,1,1,1,-3626, ,,,,
1724,0,1,1,1,-3696, ,,,,
1725,0,1,1,1,-3776, ,,,,
1726,0,1,1,1,-3860, ,,,,
1727,0,1,1,1,-3945, ,,,,
1728,0,1,1,1,-4021, ,,,,
1729,0,1,1,1,-4095, ,,,,
1730,0,1,1,1,-4169, ,,,,
1731,0,1,1,1,-4239, ,,,,
1732,0,1,1,1,-4303, ,,,,
1733,0,1,1,1,-4368, ,,,,
1734,0,1,1,1,-4421, ,,,,
1735,0,1,1,1,-4474, ,,,,
1736,0,1,1,1,-4519, ,,,,
1737,0,1,1,1,-4557, ,,,,
1738,0,1,1,1,-4592, ,,,,
1739,0,1,1,1,-4623, ,,,,
1740,0,1,1,1,-4653, ,,,,
1741,0,1,1,1,-4680, ,,,,
1742,0,1,1,1,-4711, ,,,,
1743,0,1,1,1,-4730, ,,,,
1744,0,1,1,1,-4755, ,,,,
1745,0,1,1,1,-4773, ,,,,
1746,0,1,1,1,-4789, ,,,,
1747,0,1,1,1,-4800, ,,,,
1748,0,1,1,1,-4812, ,,,,
1749,0,1,1,1,-4822, ,,,,
1750,0,1,1,1,-4829, ,,,,
1751,0,1,1,1,-4837, ,,,,
1752,0,1,1,1,-4850, ,,,,
1753,0,1,1,1,-4858, ,,,,
1754,0,1,1,1,-4862, ,,,,
1755,0,1,1,1,-4870, ,,,,
1756,0,1,1,1,-4874, ,,,,
1757,0,1,1,1,-4883, ,,,,
1758,0,1,1,1,-4886, ,,,,
1759,0,1,1,1,-4892, ,,,,
1760,0,1,1,1,-4891, ,,,,
1761,0,1,1,1,-4893, ,,,,
1762,0,1,1,1,-4893, ,,,,
1763,0,1,1,1,-4893, ,,,,
1764,0,1,1,1,-4893, ,,,,
1765,0,1,1,1,-4898, ,,,,
1766,0,1,1,1,-4904, ,,,,
1767,0,1,1,1,-4910, ,,,,
1768,0,1,1,1,-4917, ,,,,
1769,0,1,1,1,-4917, ,,,,
1770,0,1,1,1,-4919, ,,,,
1771,0,1,1,1,-4921, ,,,,
1772,0,1,1,1,-4925, ,,,,
1773,0,1,1,1,-4929, ,,,,
1774,0,1,1,1,-4933, ,,,,
1775,0,1,1,1,-4936, ,,,,
1776,0,1,1,1,-4937, ,,,,
1777,0,1,1,1,-4939, ,,,,
1778,0,1,1,1,-4936, ,,,,
1779,0,1,1,1,-4937, ,,,,
1780,0,1,1,1,-4934, ,,,,
1781,0,1,1,1,-4933, ,,,,
1782,0,1,1,1,-4932, ,,,,
1783,0,1,1,1,-4934, ,,,,
1784,0,1,1,1,-4933, ,,,,
1785,0,1,1,1,-4935, ,,,,
1786,0,1,1,1,-4937, ,,,,
1787,0,1,1,1,-4933, ,,,,
1788,0,1,1,1,-4932, ,,,,
1789,0,1,1,1,-4930, ,,,,
1790,0,1,1,1,-4926, ,,,,
1791,0,1,1,1,-4926, ,,,,
1792,0,1,1,1,-4922, ,,,,
1793,0,1,1,1,-4924, ,,,,
1794,0,1,1,1,-4925, ,,,,
1795,0,1,1,1,-4923, ,,,,
1796,0,1,1,1,-4921, ,,,,
1797,0,1,1,1,-4921, ,,,,
1798,0,1,1,1,-4918, ,,,,
1799,0,1,1,1,-4918, ,,,,
1800,0,1,1,1,-4916, ,,,,
1801,0,1,1,1,-4919, ,,,,
1802,0,1,1,1,-4919, ,,,,
1803,0,1,1,1,-4919, ,,,,
1804,0,1,1,1,-4917, ,,,,
1805,0,1,1,1,-4915, ,,,,
1806,0,1,1,1,-4917, ,,,,
1807,0,1,1,1,-4919, ,,,,
1808,0,1,1,1,-4919, ,,,,
1809,0,1,1,1,-4919, ,,,,
1810,0,1,1,1,-4921, ,,,,
1811,0,1,1,1,-4922, ,,,,
1812,0,1,1,1,-4924, ,,,,
1813,0,1,1,1,-4901, ,,,,
1814,0,1,1,1,-4785, ,,,,
1815,0,1,1,1,-4548, ,,,,
1816,0,1,1,1,-4245, ,,,,
1817,0,1,1,1,-3956, ,,,,
1818,0,1,1,1,-3732, ,,,,
1819,0,1,1,1,-3595, ,,,,
1820,0,1,1,1,-3532, ,,,,
1821,0,1,1,1,-3527, ,,,,
1822,0,1,1,1,-3551, ,,,,
1823,0,1,1,1,-3607, ,,,,
1824,0,1,1,1,-3677, ,,,,
1825,0,1,1,1,-3760, ,,,,
1826,0,1,1,1,-3843, ,,,,
1827,0,1,1,1,-3929, ,,,,
1828,0,1,1,1,-4014, ,,,,
1829,0,1,1,1,-4097, ,,,,
1830,0,1,1,1,-4172, ,,,,
1831,0,1,1,1,-4246, ,,,,
1832,0,1,1,1,-4312, ,,,,
1833,0,1,1,1,-4374, ,,,,
1834,0,1,1,1,-4431, ,,,,
1835,0,1,1,1,-4478, ,,,,
1836,0,1,1,1,-4522, ,,,,
1837,0,1,1,1,-4558, ,,,,
1838,0,1,1,1,-4596, ,,,,
1839,0,1,1,1,-4628, ,,,,
1840,0,1,1,1,-4659, ,,,,
1841,0,1,1,1,-4689, ,,,,
1842,0,1,1,1,-4717, ,,,,
1843,0,1,1,1,-4740, ,,,,
1844,0,1,1,1,-4757, ,,,,
1845,0,1,1,1,-4776, ,,,,
1846,0,1,1,1,-4793, ,,,,
1847,0,1,1,1,-4806, ,,,,
1848,0,1,1,1,-4820, ,,,,
1849,0,1,1,1,-4833, ,,,,
1850,0,1,1,1,-4845, ,,,,
1851,0,1,1,1,-4855, ,,,,
1852,0,1,1,1,-4860, ,,,,
1853,0,1,1,1,-4868, ,,,,
1854,0,1,1,1,-4874, ,,,,
1855,0,1,1,1,-4877, ,,,,
1856,0,1,1,1,-4881, ,,,,
1857,0,1,1,1,-4886, ,,,,
1858,0,1,1,1,-4889, ,,,,
1859,0,1,1,1,-4891, ,,,,
1860,0,1,1,1,-4892, ,,,,
1861,0,1,1,1,-4890, ,,,,
1862,0,1,1,1,-4887, ,,,,
1863,0,1,1,1,-4890, ,,,,
1864,0,1,1,1,-4890, ,,,,
1865,0,1,1,1,-4891, ,,,,
1866,0,1,1,1,-4894, ,,,,
1867,0,1,1,1,-4895, ,,,,
1868,0,1,1,1,-4895, ,,,,
1869,0,1,1,1,-4897, ,,,,
1870,0,1,1,1,-4903, ,,,,
1871,0,1,1,1,-4902, ,,,,
1872,0,1,1,1,-4905, ,,,,
1873,0,1,1,1,-4907, ,,,,
1874,0,1,1,1,-4915, ,,,,
1875,0,1,1,1,-4915, ,,,,
1876,0,1,1,1,-4918, ,,,,
1877,0,1,1,1,-4920, ,,,,
1878,0,1,1,1,-4919, ,,,,
1879,0,1,1,1,-4916, ,,,,
1880,0,1,1,1,-4916, ,,,,
1881,0,1,1,1,-4915, ,,,,
1882,0,1,1,1,-4916, ,,,,
1883,0,1,1,1,-4916, ,,,,
1884,0,1,1,1,-4915, ,,,,
1885,0,1,1,1,-4918, ,,,,
1886,0,1,1,1,-4917, ,,,,
1887,0,1,1,1,-4915, ,,,,
1888,0,1,1,1,-4914, ,,,,
1889,0,1,1,1,-4917, ,,,,
1890,0,1,1,1,-4915, ,,,,
1891,0,1,1,1,-4916, ,,,,
1892,0,1,1,1,-4918, ,,,,
1893,0,1,1,1,-4919, ,,,,
1894,0,1,1,1,-4923, ,,,,
1895,0,1,1,1,-4924, ,,,,
1896,0,1,1,1,-4928, ,,,,
1897,0,1,1,1,-4926, ,,,,
1898,0,1,1,1,-4932, ,,,,
1899,0,1,1,1,-4934, ,,,,
1900,0,1,1,1,-4936, ,,,,
1901,0,1,1,1,-4938, ,,,,
1902,0,1,1,1,-4939, ,,,,
1903,0,1,1,1,-4937, ,,,,
1904,0,1,1,1,-4936, ,,,,
1905,0,1,1,1,-4935, ,,,,
1906,0,1,1,1,-4931, ,,,,
1907,0,1,1,1,-4933, ,,,,
1908,0,1,1,1,-4931, ,,,,
1909,0,1,1,1,-4931, ,,,,
1910,0,1,1,1,-4932, ,,,,
1911,0,1,1,1,-4934, ,,,,
1912,0,1,1,1,-4933, ,,,,
1913,0,1,1,1,-4910, ,,,,
1914,0,1,1,1,-4796, ,,,,
1915,0,1,1,1,-4555, ,,,,
1916,0,1,1,1,-4250, ,,,,
1917,0,1,1,1,-3957, ,,,,
1918,0,1,1,1,-3731, ,,,,
1919,0,1,1,1,-3591, ,,,,
1920,0,1,1,1,-3528, ,,,,
1921,0,1,1,1,-3518, ,,,,
1922,0,1,1,1,-3546, ,,,,
1923,0,1,1,1,-3600, ,,,,
1924,0,1,1,1,-3670, ,,,,
1925,0,1,1,1,-3752, ,,,,
1926,0,1,1,1,-3836, ,,,,
1927,0,1,1,1,-3924, ,,,,
1928,0,1,1,1,-4003, ,,,,
1929,0,1,1,1,-4079, ,,,,
1930,0,1,1,1,-4152, ,,,,
1931,0,1,1,1,-4222, ,,,,
1932,0,1,1,1,-4287, ,,,,
1933,0,1,1,1,-4348, ,,,,
1934,0,1,1,1,-4404, ,,,,
1935,0,1,1,1,-4453, ,,,,
1936,0,1,1,1,-4497, ,,,,
1937,0,1,1,1,-4539, ,,,,
1938,0,1,1,1,-4575, ,,,,
1939,0,1,1,1,-4610, ,,,,
1940,0,1,1,1,-4644, ,,,,
1941,0,1,1,1,-4673, ,,,,
1942,0,1,1,1,-4698, ,,,,
1943,0,1,1,1,-4726, ,,,,
1944,0,1,1,1,-4743, ,,,,
1945,0,1,1,1,-4764, ,,,,
1946,0,1,1,1,-4783, ,,,,
1947,0,1,1,1,-4798, ,,,,
1948,0,1,1,1,-4813, ,,,,
1949,0,1,1,1,-4828, ,,,,
1950,0,1,1,1,-4837, ,,,,
1951,0,1,1,1,-4845, ,,,,
1952,0,1,1,1,-4852, ,,,,
1953,0,1,1,1,-4859, ,,,,
1954,0,1,1,1,-4866, ,,,,
1955,0,1,1,1,-4870, ,,,,
1956,0,1,1,1,-4877, ,,,,
1957,0,1,1,1,-4882, ,,,,
1958,0,1,1,1,-4884, ,,,,
1959,0,1,1,1,-4892, ,,,,
1960,0,1,1,1,-4893, ,,,,
1961,0,1,1,1,-4898, ,,,,
1962,0,1,1,1,-4899, ,,,,
1963,0,1,1,1,-4900, ,,,,
1964,0,1,1,1,-4908, ,,,,
1965,0,1,1,1,-4911, ,,,,
1966,0,1,1,1,-4917, ,,,,
1967,0,1,1,1,-4920, ,,,,
1968,0,1,1,1,-4921, ,,,,
1969,0,1,1,1,-4923, ,,,,
1970,0,1,1,1,-4921, ,,,,
1971,0,1,1,1,-4917, ,,,,
1972,0,1,1,1,-4917, ,,,,
1973,0,1,1,1,-4915, ,,,,
1974,0,1,1,1,-4911, ,,,,
1975,0,1,1,1,-4913, ,,,,
1976,0,1,1,1,-4914, ,,,,
1977,0,1,1,1,-4912, ,,,,
1978,0,1,1,1,-4911, ,,,,
1979,0,1,1,1,-4911, ,,,,
1980,0,1,1,1,-4912, ,,,,
1981,0,1,1,1,-4914, ,,,,
1982,0,1,1,1,-4912, ,,,,
1983,0,1,1,1,-4914, ,,,,
1984,0,1,1,1,-4916, ,,,,
1985,0,1,1,1,-4919, ,,,,
1986,0,1,1,1,-4919, ,,,,
1987,0,1,1,1,-4919, ,,,,
1988,0,1,1,1,-4917, ,,,,
1989,0,1,1,1,-4918, ,,,,
1990,0,1,1,1,-4916, ,,,,
1991,0,1,1,1,-4915, ,,,,
1992,0,1,1,1,-4915, ,,,,
1993,0,1,1,1,-4916, ,,,,
1994,0,1,1,1,-4917, ,,,,
1995,0,1,1,1,-4916, ,,,,
1996,0,1,1,1,-4917, ,,,,
1997,0,1,1,1,-4917, ,,,,
1998,0,1,1,1,-4915, ,,,,
1999,0,1,1,1,-4914, ,,,,
2000,0,1,1,1,-4912, ,,,,
2001,0,1,1,1,-4917, ,,,,
2002,0,1,1,1,-4920, ,,,,
2003,0,1,1,1,-4922, ,,,,
2004,0,1,1,1,-4923, ,,,,
2005,0,1,1,1,-4924, ,,,,
2006,0,1,1,1,-4922, ,,,,
2007,0,1,1,1,-4922, ,,,,
2008,0,1,1,1,-4926, ,,,,
2009,0,1,1,1,-4927, ,,,,
2010,0,1,1,1,-4933, ,,,,
2011,0,1,1,1,-4935, ,,,,
2012,0,1,1,1,-4937, ,,,,
2013,0,1,1,1,-4916, ,,,,
2014,0,1,1,1,-4797, ,,,,
2015,0,1,1,1,-4561, ,,,,
2016,0,1,1,1,-4257, ,,,,
2017,0,1,1,1,-3967, ,,,,
2018,0,1,1,1,-3742, ,,,,
2019,0,1,1,1,-3603, ,,,,
2020,0,1,1,1,-3540, ,,,,
