time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0], ADC_D1[13], ADC_D1[12], ADC_D1[11], ADC_D1[10], ADC_D1[9], ADC_D1[8], ADC_D1[7], ADC_D1[6], ADC_D1[5], ADC_D1[4], ADC_D1[3], ADC_D1[2], ADC_D1[1], ADC_D1[0], 
1007,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1008,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1009,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1010,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1011,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1012,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1013,0,1,1,1,-3718,1,1,0,0,0,1,0,1,1,1,1,0,1,0, 
1014,0,1,1,1,-3511,1,1,0,0,1,0,0,1,0,0,1,0,0,1, 
1015,0,1,1,1,-3273,1,1,0,0,1,1,0,0,1,1,0,1,1,1, 
1016,0,1,1,1,-3073,1,1,0,0,1,1,1,1,1,1,1,1,1,1, 
1017,0,1,1,1,-2962,1,1,0,1,0,0,0,1,1,0,1,1,1,0, 
1018,0,1,1,1,-2949,1,1,0,1,0,0,0,1,1,1,1,0,1,1, 
1019,0,1,1,1,-3017,1,1,0,1,0,0,0,0,1,1,0,1,1,1, 
1020,0,1,1,1,-3142,1,1,0,0,1,1,1,0,1,1,1,0,1,0, 
1021,0,1,1,1,-3300,1,1,0,0,1,1,0,0,0,1,1,1,0,0, 
1022,0,1,1,1,-3478,1,1,0,0,1,0,0,1,1,0,1,0,1,0, 
1023,0,1,1,1,-3663,1,1,0,0,0,1,1,0,1,1,0,0,0,1, 
1024,0,1,1,1,-3852,1,1,0,0,0,0,1,1,1,1,0,1,0,0, 
1025,0,1,1,1,-4037,1,1,0,0,0,0,0,0,1,1,1,0,1,1, 
1026,0,1,1,1,-4209,1,0,1,1,1,1,1,0,0,0,1,1,1,1, 
1027,0,1,1,1,-4369,1,0,1,1,1,0,1,1,1,0,1,1,1,1, 
1028,0,1,1,1,-4519,1,0,1,1,1,0,0,1,0,1,1,0,0,1, 
1029,0,1,1,1,-4663,1,0,1,1,0,1,1,1,0,0,1,0,0,1, 
1030,0,1,1,1,-4794,1,0,1,1,0,1,0,1,0,0,0,1,1,0, 
1031,0,1,1,1,-4914,1,0,1,1,0,0,1,1,0,0,1,1,1,0, 
1032,0,1,1,1,-5026,1,0,1,1,0,0,0,1,0,1,1,1,1,0, 
1033,0,1,1,1,-5130,1,0,1,0,1,1,1,1,1,1,0,1,1,0, 
1034,0,1,1,1,-5220,1,0,1,0,1,1,1,0,0,1,1,1,0,0, 
1035,0,1,1,1,-5305,1,0,1,0,1,1,0,1,0,0,0,1,1,1, 
1036,0,1,1,1,-5378,1,0,1,0,1,0,1,1,1,1,1,1,1,0, 
1037,0,1,1,1,-5445,1,0,1,0,1,0,1,0,1,1,1,0,1,1, 
1038,0,1,1,1,-5505,1,0,1,0,1,0,0,1,1,1,1,1,1,1, 
1039,0,1,1,1,-5561,1,0,1,0,1,0,0,1,0,0,0,1,1,1, 
1040,0,1,1,1,-5611,1,0,1,0,1,0,0,0,0,1,0,1,0,1, 
1041,0,1,1,1,-5657,1,0,1,0,0,1,1,1,1,0,0,1,1,1, 
1042,0,1,1,1,-5700,1,0,1,0,0,1,1,0,1,1,1,1,0,0, 
1043,0,1,1,1,-5737,1,0,1,0,0,1,1,0,0,1,0,1,1,1, 
1044,0,1,1,1,-5767,1,0,1,0,0,1,0,1,1,1,1,0,0,1, 
1045,0,1,1,1,-5795,1,0,1,0,0,1,0,1,0,1,1,1,0,1, 
1046,0,1,1,1,-5823,1,0,1,0,0,1,0,1,0,0,0,0,0,1, 
1047,0,1,1,1,-5845,1,0,1,0,0,1,0,0,1,0,1,0,1,1, 
1048,0,1,1,1,-5865,1,0,1,0,0,1,0,0,0,1,0,1,1,1, 
1049,0,1,1,1,-5887,1,0,1,0,0,1,0,0,0,0,0,0,0,1, 
1050,0,1,1,1,-5903,1,0,1,0,0,0,1,1,1,1,0,0,0,1, 
1051,0,1,1,1,-5920,1,0,1,0,0,0,1,1,1,0,0,0,0,0, 
1052,0,1,1,1,-5931,1,0,1,0,0,0,1,1,0,1,0,1,0,1, 
1053,0,1,1,1,-5943,1,0,1,0,0,0,1,1,0,0,1,0,0,1, 
1054,0,1,1,1,-5949,1,0,1,0,0,0,1,1,0,0,0,0,1,1, 
1055,0,1,1,1,-5958,1,0,1,0,0,0,1,0,1,1,1,0,1,0, 
1056,0,1,1,1,-5965,1,0,1,0,0,0,1,0,1,1,0,0,1,1, 
1057,0,1,1,1,-5975,1,0,1,0,0,0,1,0,1,0,1,0,0,1, 
1058,0,1,1,1,-5986,1,0,1,0,0,0,1,0,0,1,1,1,1,0, 
1059,0,1,1,1,-5989,1,0,1,0,0,0,1,0,0,1,1,0,1,1, 
1060,0,1,1,1,-5994,1,0,1,0,0,0,1,0,0,1,0,1,1,0, 
1061,0,1,1,1,-5994,1,0,1,0,0,0,1,0,0,1,0,1,1,0, 
1062,0,1,1,1,-5996,1,0,1,0,0,0,1,0,0,1,0,1,0,0, 
1063,0,1,1,1,-6004,1,0,1,0,0,0,1,0,0,0,1,1,0,0, 
1064,0,1,1,1,-6008,1,0,1,0,0,0,1,0,0,0,1,0,0,0, 
1065,0,1,1,1,-6009,1,0,1,0,0,0,1,0,0,0,0,1,1,1, 
1066,0,1,1,1,-6012,1,0,1,0,0,0,1,0,0,0,0,1,0,0, 
1067,0,1,1,1,-6016,1,0,1,0,0,0,1,0,0,0,0,0,0,0, 
1068,0,1,1,1,-6014,1,0,1,0,0,0,1,0,0,0,0,0,1,0, 
1069,0,1,1,1,-6020,1,0,1,0,0,0,0,1,1,1,1,1,0,0, 
1070,0,1,1,1,-6018,1,0,1,0,0,0,0,1,1,1,1,1,1,0, 
1071,0,1,1,1,-6021,1,0,1,0,0,0,0,1,1,1,1,0,1,1, 
1072,0,1,1,1,-6023,1,0,1,0,0,0,0,1,1,1,1,0,0,1, 
1073,0,1,1,1,-6025,1,0,1,0,0,0,0,1,1,1,0,1,1,1, 
1074,0,1,1,1,-6028,1,0,1,0,0,0,0,1,1,1,0,1,0,0, 
1075,0,1,1,1,-6032,1,0,1,0,0,0,0,1,1,1,0,0,0,0, 
1076,0,1,1,1,-6031,1,0,1,0,0,0,0,1,1,1,0,0,0,1, 
1077,0,1,1,1,-6029,1,0,1,0,0,0,0,1,1,1,0,0,1,1, 
1078,0,1,1,1,-6030,1,0,1,0,0,0,0,1,1,1,0,0,1,0, 
1079,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
1080,0,1,1,1,-6035,1,0,1,0,0,0,0,1,1,0,1,1,0,1, 
1081,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1082,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
1083,0,1,1,1,-6038,1,0,1,0,0,0,0,1,1,0,1,0,1,0, 
1084,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
1085,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
1086,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1087,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
1088,0,1,1,1,-6030,1,0,1,0,0,0,0,1,1,1,0,0,1,0, 
1089,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
1090,0,1,1,1,-6031,1,0,1,0,0,0,0,1,1,1,0,0,0,1, 
1091,0,1,1,1,-6032,1,0,1,0,0,0,0,1,1,1,0,0,0,0, 
1092,0,1,1,1,-6035,1,0,1,0,0,0,0,1,1,0,1,1,0,1, 
1093,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
1094,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
1095,0,1,1,1,-6035,1,0,1,0,0,0,0,1,1,0,1,1,0,1, 
1096,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1097,0,1,1,1,-6032,1,0,1,0,0,0,0,1,1,1,0,0,0,0, 
1098,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1099,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
1100,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
1101,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
1102,0,1,1,1,-6046,1,0,1,0,0,0,0,1,1,0,0,0,1,0, 
1103,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
1104,0,1,1,1,-6048,1,0,1,0,0,0,0,1,1,0,0,0,0,0, 
1105,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1106,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
1107,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1108,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1109,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
1110,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1111,0,1,1,1,-6049,1,0,1,0,0,0,0,1,0,1,1,1,1,1, 
1112,0,1,1,1,-6028,1,0,1,0,0,0,0,1,1,1,0,1,0,0, 
1113,0,1,1,1,-5888,1,0,1,0,0,1,0,0,0,0,0,0,0,0, 
1114,0,1,1,1,-5591,1,0,1,0,1,0,0,0,1,0,1,0,0,1, 
1115,0,1,1,1,-5194,1,0,1,0,1,1,1,0,1,1,0,1,1,0, 
1116,0,1,1,1,-4780,1,0,1,1,0,1,0,1,0,1,0,1,0,0, 
1117,0,1,1,1,-4423,1,0,1,1,1,0,1,0,1,1,1,0,0,1, 
1118,0,1,1,1,-4142,1,0,1,1,1,1,1,1,0,1,0,0,1,0, 
1119,0,1,1,1,-3944,1,1,0,0,0,0,1,0,0,1,1,0,0,0, 
1120,0,1,1,1,-3804,1,1,0,0,0,1,0,0,1,0,0,1,0,0, 
1121,0,1,1,1,-3706,1,1,0,0,0,1,1,0,0,0,0,1,1,0, 
1122,0,1,1,1,-3639,1,1,0,0,0,1,1,1,0,0,1,0,0,1, 
1123,0,1,1,1,-3601,1,1,0,0,0,1,1,1,1,0,1,1,1,1, 
1124,0,1,1,1,-3581,1,1,0,0,1,0,0,0,0,0,0,0,1,1, 
1125,0,1,1,1,-3580,1,1,0,0,1,0,0,0,0,0,0,1,0,0, 
1126,0,1,1,1,-3580,1,1,0,0,1,0,0,0,0,0,0,1,0,0, 
1127,0,1,1,1,-3589,1,1,0,0,0,1,1,1,1,1,1,0,1,1, 
1128,0,1,1,1,-3599,1,1,0,0,0,1,1,1,1,1,0,0,0,1, 
1129,0,1,1,1,-3614,1,1,0,0,0,1,1,1,1,0,0,0,1,0, 
1130,0,1,1,1,-3630,1,1,0,0,0,1,1,1,0,1,0,0,1,0, 
1131,0,1,1,1,-3648,1,1,0,0,0,1,1,1,0,0,0,0,0,0, 
1132,0,1,1,1,-3668,1,1,0,0,0,1,1,0,1,0,1,1,0,0, 
1133,0,1,1,1,-3682,1,1,0,0,0,1,1,0,0,1,1,1,1,0, 
1134,0,1,1,1,-3698,1,1,0,0,0,1,1,0,0,0,1,1,1,0, 
1135,0,1,1,1,-3707,1,1,0,0,0,1,1,0,0,0,0,1,0,1, 
1136,0,1,1,1,-3720,1,1,0,0,0,1,0,1,1,1,1,0,0,0, 
1137,0,1,1,1,-3733,1,1,0,0,0,1,0,1,1,0,1,0,1,1, 
1138,0,1,1,1,-3744,1,1,0,0,0,1,0,1,1,0,0,0,0,0, 
1139,0,1,1,1,-3755,1,1,0,0,0,1,0,1,0,1,0,1,0,1, 
1140,0,1,1,1,-3769,1,1,0,0,0,1,0,1,0,0,0,1,1,1, 
1141,0,1,1,1,-3777,1,1,0,0,0,1,0,0,1,1,1,1,1,1, 
1142,0,1,1,1,-3785,1,1,0,0,0,1,0,0,1,1,0,1,1,1, 
1143,0,1,1,1,-3795,1,1,0,0,0,1,0,0,1,0,1,1,0,1, 
1144,0,1,1,1,-3800,1,1,0,0,0,1,0,0,1,0,1,0,0,0, 
1145,0,1,1,1,-3805,1,1,0,0,0,1,0,0,1,0,0,0,1,1, 
1146,0,1,1,1,-3811,1,1,0,0,0,1,0,0,0,1,1,1,0,1, 
1147,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
1148,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1149,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1150,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1151,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
1152,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
1153,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
1154,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1155,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1156,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1157,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1158,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1159,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1160,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1161,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1162,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1163,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1164,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1165,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1166,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
1167,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1168,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
1169,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1170,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1171,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1172,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1173,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1174,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1175,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1176,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1177,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1178,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1179,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1180,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
1181,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1182,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1183,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1184,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1185,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1186,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1187,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
1188,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1189,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1190,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1191,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1192,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1193,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1194,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1195,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1196,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1197,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
1198,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1199,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1200,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1201,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1202,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
1203,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
1204,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
1205,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
1206,0,1,1,1,-3816,1,1,0,0,0,1,0,0,0,1,1,0,0,0, 
1207,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
1208,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1209,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1210,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1211,0,1,1,1,-3842,1,1,0,0,0,0,1,1,1,1,1,1,1,0, 
1212,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
1213,0,1,1,1,-3719,1,1,0,0,0,1,0,1,1,1,1,0,0,1, 
1214,0,1,1,1,-3509,1,1,0,0,1,0,0,1,0,0,1,0,1,1, 
1215,0,1,1,1,-3267,1,1,0,0,1,1,0,0,1,1,1,1,0,1, 
1216,0,1,1,1,-3067,1,1,0,1,0,0,0,0,0,0,0,1,0,1, 
1217,0,1,1,1,-2954,1,1,0,1,0,0,0,1,1,1,0,1,1,0, 
1218,0,1,1,1,-2944,1,1,0,1,0,0,1,0,0,0,0,0,0,0, 
1219,0,1,1,1,-3010,1,1,0,1,0,0,0,0,1,1,1,1,1,0, 
1220,0,1,1,1,-3134,1,1,0,0,1,1,1,1,0,0,0,0,1,0, 
1221,0,1,1,1,-3290,1,1,0,0,1,1,0,0,1,0,0,1,1,0, 
1222,0,1,1,1,-3469,1,1,0,0,1,0,0,1,1,1,0,0,1,1, 
1223,0,1,1,1,-3658,1,1,0,0,0,1,1,0,1,1,0,1,1,0, 
1224,0,1,1,1,-3846,1,1,0,0,0,0,1,1,1,1,1,0,1,0, 
1225,0,1,1,1,-4035,1,1,0,0,0,0,0,0,1,1,1,1,0,1, 
1226,0,1,1,1,-4212,1,0,1,1,1,1,1,0,0,0,1,1,0,0, 
1227,0,1,1,1,-4379,1,0,1,1,1,0,1,1,1,0,0,1,0,1, 
1228,0,1,1,1,-4530,1,0,1,1,1,0,0,1,0,0,1,1,1,0, 
1229,0,1,1,1,-4674,1,0,1,1,0,1,1,0,1,1,1,1,1,0, 
1230,0,1,1,1,-4807,1,0,1,1,0,1,0,0,1,1,1,0,0,1, 
1231,0,1,1,1,-4933,1,0,1,1,0,0,1,0,1,1,1,0,1,1, 
1232,0,1,1,1,-5049,1,0,1,1,0,0,0,1,0,0,0,1,1,1, 
1233,0,1,1,1,-5146,1,0,1,0,1,1,1,1,1,0,0,1,1,0, 
1234,0,1,1,1,-5237,1,0,1,0,1,1,1,0,0,0,1,0,1,1, 
1235,0,1,1,1,-5315,1,0,1,0,1,1,0,0,1,1,1,1,0,1, 
1236,0,1,1,1,-5387,1,0,1,0,1,0,1,1,1,1,0,1,0,1, 
1237,0,1,1,1,-5448,1,0,1,0,1,0,1,0,1,1,1,0,0,0, 
1238,0,1,1,1,-5507,1,0,1,0,1,0,0,1,1,1,1,1,0,1, 
1239,0,1,1,1,-5560,1,0,1,0,1,0,0,1,0,0,1,0,0,0, 
1240,0,1,1,1,-5609,1,0,1,0,1,0,0,0,0,1,0,1,1,1, 
1241,0,1,1,1,-5653,1,0,1,0,0,1,1,1,1,0,1,0,1,1, 
1242,0,1,1,1,-5690,1,0,1,0,0,1,1,1,0,0,0,1,1,0, 
1243,0,1,1,1,-5731,1,0,1,0,0,1,1,0,0,1,1,1,0,1, 
1244,0,1,1,1,-5760,1,0,1,0,0,1,1,0,0,0,0,0,0,0, 
1245,0,1,1,1,-5791,1,0,1,0,0,1,0,1,1,0,0,0,0,1, 
1246,0,1,1,1,-5820,1,0,1,0,0,1,0,1,0,0,0,1,0,0, 
1247,0,1,1,1,-5845,1,0,1,0,0,1,0,0,1,0,1,0,1,1, 
1248,0,1,1,1,-5868,1,0,1,0,0,1,0,0,0,1,0,1,0,0, 
1249,0,1,1,1,-5889,1,0,1,0,0,0,1,1,1,1,1,1,1,1, 
1250,0,1,1,1,-5904,1,0,1,0,0,0,1,1,1,1,0,0,0,0, 
1251,0,1,1,1,-5919,1,0,1,0,0,0,1,1,1,0,0,0,0,1, 
1252,0,1,1,1,-5932,1,0,1,0,0,0,1,1,0,1,0,1,0,0, 
1253,0,1,1,1,-5945,1,0,1,0,0,0,1,1,0,0,0,1,1,1, 
1254,0,1,1,1,-5957,1,0,1,0,0,0,1,0,1,1,1,0,1,1, 
1255,0,1,1,1,-5967,1,0,1,0,0,0,1,0,1,1,0,0,0,1, 
1256,0,1,1,1,-5975,1,0,1,0,0,0,1,0,1,0,1,0,0,1, 
1257,0,1,1,1,-5984,1,0,1,0,0,0,1,0,1,0,0,0,0,0, 
1258,0,1,1,1,-5988,1,0,1,0,0,0,1,0,0,1,1,1,0,0, 
1259,0,1,1,1,-5993,1,0,1,0,0,0,1,0,0,1,0,1,1,1, 
1260,0,1,1,1,-5997,1,0,1,0,0,0,1,0,0,1,0,0,1,1, 
1261,0,1,1,1,-6001,1,0,1,0,0,0,1,0,0,0,1,1,1,1, 
1262,0,1,1,1,-6005,1,0,1,0,0,0,1,0,0,0,1,0,1,1, 
1263,0,1,1,1,-6008,1,0,1,0,0,0,1,0,0,0,1,0,0,0, 
1264,0,1,1,1,-6009,1,0,1,0,0,0,1,0,0,0,0,1,1,1, 
1265,0,1,1,1,-6010,1,0,1,0,0,0,1,0,0,0,0,1,1,0, 
1266,0,1,1,1,-6017,1,0,1,0,0,0,0,1,1,1,1,1,1,1, 
1267,0,1,1,1,-6018,1,0,1,0,0,0,0,1,1,1,1,1,1,0, 
1268,0,1,1,1,-6020,1,0,1,0,0,0,0,1,1,1,1,1,0,0, 
1269,0,1,1,1,-6019,1,0,1,0,0,0,0,1,1,1,1,1,0,1, 
1270,0,1,1,1,-6023,1,0,1,0,0,0,0,1,1,1,1,0,0,1, 
1271,0,1,1,1,-6022,1,0,1,0,0,0,0,1,1,1,1,0,1,0, 
1272,0,1,1,1,-6025,1,0,1,0,0,0,0,1,1,1,0,1,1,1, 
1273,0,1,1,1,-6027,1,0,1,0,0,0,0,1,1,1,0,1,0,1, 
1274,0,1,1,1,-6030,1,0,1,0,0,0,0,1,1,1,0,0,1,0, 
1275,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
1276,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
1277,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
1278,0,1,1,1,-6046,1,0,1,0,0,0,0,1,1,0,0,0,1,0, 
1279,0,1,1,1,-6048,1,0,1,0,0,0,0,1,1,0,0,0,0,0, 
1280,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
1281,0,1,1,1,-6058,1,0,1,0,0,0,0,1,0,1,0,1,1,0, 
1282,0,1,1,1,-6062,1,0,1,0,0,0,0,1,0,1,0,0,1,0, 
1283,0,1,1,1,-6067,1,0,1,0,0,0,0,1,0,0,1,1,0,1, 
1284,0,1,1,1,-6071,1,0,1,0,0,0,0,1,0,0,1,0,0,1, 
1285,0,1,1,1,-6071,1,0,1,0,0,0,0,1,0,0,1,0,0,1, 
1286,0,1,1,1,-6068,1,0,1,0,0,0,0,1,0,0,1,1,0,0, 
1287,0,1,1,1,-6066,1,0,1,0,0,0,0,1,0,0,1,1,1,0, 
1288,0,1,1,1,-6064,1,0,1,0,0,0,0,1,0,1,0,0,0,0, 
1289,0,1,1,1,-6060,1,0,1,0,0,0,0,1,0,1,0,1,0,0, 
1290,0,1,1,1,-6060,1,0,1,0,0,0,0,1,0,1,0,1,0,0, 
1291,0,1,1,1,-6056,1,0,1,0,0,0,0,1,0,1,1,0,0,0, 
1292,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
1293,0,1,1,1,-6055,1,0,1,0,0,0,0,1,0,1,1,0,0,1, 
1294,0,1,1,1,-6055,1,0,1,0,0,0,0,1,0,1,1,0,0,1, 
1295,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1296,0,1,1,1,-6055,1,0,1,0,0,0,0,1,0,1,1,0,0,1, 
1297,0,1,1,1,-6057,1,0,1,0,0,0,0,1,0,1,0,1,1,1, 
1298,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1299,0,1,1,1,-6058,1,0,1,0,0,0,0,1,0,1,0,1,1,0, 
1300,0,1,1,1,-6058,1,0,1,0,0,0,0,1,0,1,0,1,1,0, 
1301,0,1,1,1,-6057,1,0,1,0,0,0,0,1,0,1,0,1,1,1, 
1302,0,1,1,1,-6058,1,0,1,0,0,0,0,1,0,1,0,1,1,0, 
1303,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1304,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
1305,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1306,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
1307,0,1,1,1,-6049,1,0,1,0,0,0,0,1,0,1,1,1,1,1, 
1308,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1309,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
1310,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
1311,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1312,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
1313,0,1,1,1,-5895,1,0,1,0,0,0,1,1,1,1,1,0,0,1, 
