time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4688.309419,1.334237443,,,,,,,,,,,,, 
920,0,1,1,1,-4687,,,,,,,,,,,,,,, 
921,0,1,1,1,-4687,,,,,,,,,,,,,,, 
922,0,1,1,1,-4687,,,,,,,,,,,,,,, 
923,0,1,1,1,-4690,,,,,,,,,,,,,,, 
924,0,1,1,1,-4690,,,,,,,,,,,,,,, 
925,0,1,1,1,-4688,,,,,,,,,,,,,,, 
926,0,1,1,1,-4687,,,,,,,,,,,,,,, 
927,0,1,1,1,-4690,,,,,,,,,,,,,,, 
928,0,1,1,1,-4689,,,,,,,,,,,,,,, 
929,0,1,1,1,-4689,,,,,,,,,,,,,,, 
930,0,1,1,1,-4688,,,,,,,,,,,,,,, 
931,0,1,1,1,-4687,,,,,,,,,,,,,,, 
932,0,1,1,1,-4689,,,,,,,,,,,,,,, 
933,0,1,1,1,-4690,,,,,,,,,,,,,,, 
934,0,1,1,1,-4689,,,,,,,,,,,,,,, 
935,0,1,1,1,-4687,,,,,,,,,,,,,,, 
936,0,1,1,1,-4691,,,,,,,,,,,,,,, 
937,0,1,1,1,-4690,,,,,,,,,,,,,,, 
938,0,1,1,1,-4687,,,,,,,,,,,,,,, 
939,0,1,1,1,-4686,,,,,,,,,,,,,,, 
940,0,1,1,1,-4687,,,,,,,,,,,,,,, 
941,0,1,1,1,-4685,,,,,,,,,,,,,,, 
942,0,1,1,1,-4688,,,,,,,,,,,,,,, 
943,0,1,1,1,-4688,,,,,,,,,,,,,,, 
944,0,1,1,1,-4688,,,,,,,,,,,,,,, 
945,0,1,1,1,-4689,,,,,,,,,,,,,,, 
946,0,1,1,1,-4690,,,,,,,,,,,,,,, 
947,0,1,1,1,-4687,,,,,,,,,,,,,,, 
948,0,1,1,1,-4689,,,,,,,,,,,,,,, 
949,0,1,1,1,-4688,,,,,,,,,,,,,,, 
950,0,1,1,1,-4686,,,,,,,,,,,,,,, 
951,0,1,1,1,-4688,,,,,,,,,,,,,,, 
952,0,1,1,1,-4687,,,,,,,,,,,,,,, 
953,0,1,1,1,-4687,,,,,,,,,,,,,,, 
954,0,1,1,1,-4687,,,,,,,,,,,,,,, 
955,0,1,1,1,-4688,,,,,,,,,,,,,,, 
956,0,1,1,1,-4689,,,,,,,,,,,,,,, 
957,0,1,1,1,-4688,,,,,,,,,,,,,,, 
958,0,1,1,1,-4689,,,,,,,,,,,,,,, 
959,0,1,1,1,-4688,,,,,,,,,,,,,,, 
960,0,1,1,1,-4689,,,,,,,,,,,,,,, 
961,0,1,1,1,-4688,,,,,,,,,,,,,,, 
962,0,1,1,1,-4686,,,,,,,,,,,,,,, 
963,0,1,1,1,-4690,,,,,,,,,,,,,,, 
964,0,1,1,1,-4687,,,,,,,,,,,,,,, 
965,0,1,1,1,-4689,,,,,,,,,,,,,,, 
966,0,1,1,1,-4687,,,,,,,,,,,,,,, 
967,0,1,1,1,-4687,,,,,,,,,,,,,,, 
968,0,1,1,1,-4688,,,,,,,,,,,,,,, 
969,0,1,1,1,-4687,,,,,,,,,,,,,,, 
970,0,1,1,1,-4687,,,,,,,,,,,,,,, 
971,0,1,1,1,-4688,,,,,,,,,,,,,,, 
972,0,1,1,1,-4686,,,,,,,,,,,,,,, 
973,0,1,1,1,-4689,,,,,,,,,,,,,,, 
974,0,1,1,1,-4688,,,,,,,,,,,,,,, 
975,0,1,1,1,-4690,,,,,,,,,,,,,,, 
976,0,1,1,1,-4689,,,,,,,,,,,,,,, 
977,0,1,1,1,-4687,,,,,,,,,,,,,,, 
978,0,1,1,1,-4688,,,,,,,,,,,,,,, 
979,0,1,1,1,-4688,,,,,,,,,,,,,,, 
980,0,1,1,1,-4687,,,,,,,,,,,,,,, 
981,0,1,1,1,-4685,,,,,,,,,,,,,,, 
982,0,1,1,1,-4690,,,,,,,,,,,,,,, 
983,0,1,1,1,-4691,,,,,,,,,,,,,,, 
984,0,1,1,1,-4690,,,,,,,,,,,,,,, 
985,0,1,1,1,-4686,,,,,,,,,,,,,,, 
986,0,1,1,1,-4689,,,,,,,,,,,,,,, 
987,0,1,1,1,-4687,,,,,,,,,,,,,,, 
988,0,1,1,1,-4689,,,,,,,,,,,,,,, 
989,0,1,1,1,-4688,,,,,,,,,,,,,,, 
990,0,1,1,1,-4688,,,,,,,,,,,,,,, 
991,0,1,1,1,-4690,,,,,,,,,,,,,,, 
992,0,1,1,1,-4690,,,,,,,,,,,,,,, 
993,0,1,1,1,-4686,,,,,,,,,,,,,,, 
994,0,1,1,1,-4687,,,,,,,,,,,,,,, 
995,0,1,1,1,-4688,,,,,,,,,,,,,,, 
996,0,1,1,1,-4690,,,,,,,,,,,,,,, 
997,0,1,1,1,-4690,,,,,,,,,,,,,,, 
998,0,1,1,1,-4690,,,,,,,,,,,,,,, 
999,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1000,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1001,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1002,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1003,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1004,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1005,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1006,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1007,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1008,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1009,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1010,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1011,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1012,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1013,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1014,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1015,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1016,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1017,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1018,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1019,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1020,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1021,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1022,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1023,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1024,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1025,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1026,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1027,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1028,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1029,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1030,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1031,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1032,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1033,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1034,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1035,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1036,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1037,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1038,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1039,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1040,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1041,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1042,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1043,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1044,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1045,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1046,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1047,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1048,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1049,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1050,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1051,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1052,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1053,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1054,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1055,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1056,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1057,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1058,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1059,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1060,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1061,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1062,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1063,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1064,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1065,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1066,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1067,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1068,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1069,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1070,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1071,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1072,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1073,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1074,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1075,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1076,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1077,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1078,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1079,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1080,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1081,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1082,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1083,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1084,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1085,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1086,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1087,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1088,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1089,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1090,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1091,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1092,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1093,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1094,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1095,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1096,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1097,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1098,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1099,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1100,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1101,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1102,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1103,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1104,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1105,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1106,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1107,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1108,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1109,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1110,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1111,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1112,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1113,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1114,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1115,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1116,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1117,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1118,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1119,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1120,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1121,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1122,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1123,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1124,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1125,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1126,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1127,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1128,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1129,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1130,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1131,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1132,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1133,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1134,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1135,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1136,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1137,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1138,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1139,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1140,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1141,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1142,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1143,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1144,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1145,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1146,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1147,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1148,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1149,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1150,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1151,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1152,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1153,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1154,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1155,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1156,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1157,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1158,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1159,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1160,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1161,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1162,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1163,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1164,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1165,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1166,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1167,0,1,1,1,-4693,,,,,,,,,,,,,,, 
1168,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1169,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1170,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1171,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1172,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1173,0,1,1,1,-4692,,,,,,,,,,,,,,, 
1174,0,1,1,1,-4692,,,,,,,,,,,,,,, 
1175,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1176,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1177,0,1,1,1,-4685,,,,,,,,,,,,,,, 
1178,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1179,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1180,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1181,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1182,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1183,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1184,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1185,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1186,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1187,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1188,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1189,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1190,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1191,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1192,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1193,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1194,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1195,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1196,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1197,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1198,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1199,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1200,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1201,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1202,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1203,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1204,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1205,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1206,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1207,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1208,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1209,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1210,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1211,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1212,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1213,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1214,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1215,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1216,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1217,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1218,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1219,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1220,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1221,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1222,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1223,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1224,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1225,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1226,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1227,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1228,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1229,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1230,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1231,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1232,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1233,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1234,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1235,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1236,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1237,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1238,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1239,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1240,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1241,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1242,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1243,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1244,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1245,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1246,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1247,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1248,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1249,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1250,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1251,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1252,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1253,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1254,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1255,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1256,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1257,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1258,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1259,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1260,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1261,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1262,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1263,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1264,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1265,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1266,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1267,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1268,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1269,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1270,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1271,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1272,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1273,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1274,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1275,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1276,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1277,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1278,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1279,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1280,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1281,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1282,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1283,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1284,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1285,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1286,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1287,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1288,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1289,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1290,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1291,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1292,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1293,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1294,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1295,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1296,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1297,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1298,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1299,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1300,0,1,1,1,-4685,,,,,,,,,,,,,,, 
1301,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1302,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1303,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1304,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1305,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1306,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1307,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1308,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1309,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1310,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1311,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1312,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1313,0,1,1,1,-4685,,,,,,,,,,,,,,, 
1314,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1315,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1316,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1317,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1318,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1319,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1320,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1321,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1322,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1323,0,1,1,1,-4685,,,,,,,,,,,,,,, 
1324,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1325,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1326,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1327,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1328,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1329,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1330,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1331,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1332,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1333,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1334,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1335,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1336,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1337,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1338,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1339,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1340,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1341,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1342,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1343,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1344,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1345,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1346,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1347,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1348,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1349,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1350,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1351,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1352,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1353,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1354,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1355,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1356,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1357,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1358,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1359,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1360,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1361,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1362,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1363,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1364,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1365,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1366,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1367,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1368,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1369,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1370,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1371,0,1,1,1,-4688,,,,,,,,,,,,,,, 
