time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4688.309419,1.334237443,,,,,,,,,,,,, 
456,0,1,1,1,-4688,,,,,,,,,,,,,,, 
457,0,1,1,1,-4688,,,,,,,,,,,,,,, 
458,0,1,1,1,-4686,,,,,,,,,,,,,,, 
459,0,1,1,1,-4688,,,,,,,,,,,,,,, 
460,0,1,1,1,-4690,,,,,,,,,,,,,,, 
461,0,1,1,1,-4688,,,,,,,,,,,,,,, 
462,0,1,1,1,-4687,,,,,,,,,,,,,,, 
463,0,1,1,1,-4687,,,,,,,,,,,,,,, 
464,0,1,1,1,-4690,,,,,,,,,,,,,,, 
465,0,1,1,1,-4687,,,,,,,,,,,,,,, 
466,0,1,1,1,-4687,,,,,,,,,,,,,,, 
467,0,1,1,1,-4685,,,,,,,,,,,,,,, 
468,0,1,1,1,-4689,,,,,,,,,,,,,,, 
469,0,1,1,1,-4688,,,,,,,,,,,,,,, 
470,0,1,1,1,-4687,,,,,,,,,,,,,,, 
471,0,1,1,1,-4687,,,,,,,,,,,,,,, 
472,0,1,1,1,-4689,,,,,,,,,,,,,,, 
473,0,1,1,1,-4687,,,,,,,,,,,,,,, 
474,0,1,1,1,-4690,,,,,,,,,,,,,,, 
475,0,1,1,1,-4688,,,,,,,,,,,,,,, 
476,0,1,1,1,-4688,,,,,,,,,,,,,,, 
477,0,1,1,1,-4686,,,,,,,,,,,,,,, 
478,0,1,1,1,-4688,,,,,,,,,,,,,,, 
479,0,1,1,1,-4689,,,,,,,,,,,,,,, 
480,0,1,1,1,-4687,,,,,,,,,,,,,,, 
481,0,1,1,1,-4687,,,,,,,,,,,,,,, 
482,0,1,1,1,-4688,,,,,,,,,,,,,,, 
483,0,1,1,1,-4689,,,,,,,,,,,,,,, 
484,0,1,1,1,-4689,,,,,,,,,,,,,,, 
485,0,1,1,1,-4686,,,,,,,,,,,,,,, 
486,0,1,1,1,-4688,,,,,,,,,,,,,,, 
487,0,1,1,1,-4690,,,,,,,,,,,,,,, 
488,0,1,1,1,-4689,,,,,,,,,,,,,,, 
489,0,1,1,1,-4692,,,,,,,,,,,,,,, 
490,0,1,1,1,-4688,,,,,,,,,,,,,,, 
491,0,1,1,1,-4687,,,,,,,,,,,,,,, 
492,0,1,1,1,-4690,,,,,,,,,,,,,,, 
493,0,1,1,1,-4690,,,,,,,,,,,,,,, 
494,0,1,1,1,-4688,,,,,,,,,,,,,,, 
495,0,1,1,1,-4690,,,,,,,,,,,,,,, 
496,0,1,1,1,-4687,,,,,,,,,,,,,,, 
497,0,1,1,1,-4689,,,,,,,,,,,,,,, 
498,0,1,1,1,-4690,,,,,,,,,,,,,,, 
499,0,1,1,1,-4687,,,,,,,,,,,,,,, 
500,0,1,1,1,-4690,,,,,,,,,,,,,,, 
501,0,1,1,1,-4690,,,,,,,,,,,,,,, 
502,0,1,1,1,-4686,,,,,,,,,,,,,,, 
503,0,1,1,1,-4685,,,,,,,,,,,,,,, 
504,0,1,1,1,-4687,,,,,,,,,,,,,,, 
505,0,1,1,1,-4685,,,,,,,,,,,,,,, 
506,0,1,1,1,-4690,,,,,,,,,,,,,,, 
507,0,1,1,1,-4691,,,,,,,,,,,,,,, 
508,0,1,1,1,-4688,,,,,,,,,,,,,,, 
509,0,1,1,1,-4688,,,,,,,,,,,,,,, 
510,0,1,1,1,-4688,,,,,,,,,,,,,,, 
511,0,1,1,1,-4685,,,,,,,,,,,,,,, 
512,0,1,1,1,-4688,,,,,,,,,,,,,,, 
513,0,1,1,1,-4686,,,,,,,,,,,,,,, 
514,0,1,1,1,-4693,,,,,,,,,,,,,,, 
515,0,1,1,1,-4687,,,,,,,,,,,,,,, 
516,0,1,1,1,-4688,,,,,,,,,,,,,,, 
517,0,1,1,1,-4688,,,,,,,,,,,,,,, 
518,0,1,1,1,-4688,,,,,,,,,,,,,,, 
519,0,1,1,1,-4690,,,,,,,,,,,,,,, 
520,0,1,1,1,-4688,,,,,,,,,,,,,,, 
521,0,1,1,1,-4689,,,,,,,,,,,,,,, 
522,0,1,1,1,-4688,,,,,,,,,,,,,,, 
523,0,1,1,1,-4690,,,,,,,,,,,,,,, 
524,0,1,1,1,-4689,,,,,,,,,,,,,,, 
525,0,1,1,1,-4691,,,,,,,,,,,,,,, 
526,0,1,1,1,-4688,,,,,,,,,,,,,,, 
527,0,1,1,1,-4687,,,,,,,,,,,,,,, 
528,0,1,1,1,-4690,,,,,,,,,,,,,,, 
529,0,1,1,1,-4690,,,,,,,,,,,,,,, 
530,0,1,1,1,-4689,,,,,,,,,,,,,,, 
531,0,1,1,1,-4689,,,,,,,,,,,,,,, 
532,0,1,1,1,-4687,,,,,,,,,,,,,,, 
533,0,1,1,1,-4687,,,,,,,,,,,,,,, 
534,0,1,1,1,-4688,,,,,,,,,,,,,,, 
535,0,1,1,1,-4686,,,,,,,,,,,,,,, 
536,0,1,1,1,-4690,,,,,,,,,,,,,,, 
537,0,1,1,1,-4687,,,,,,,,,,,,,,, 
538,0,1,1,1,-4689,,,,,,,,,,,,,,, 
539,0,1,1,1,-4688,,,,,,,,,,,,,,, 
540,0,1,1,1,-4688,,,,,,,,,,,,,,, 
541,0,1,1,1,-4688,,,,,,,,,,,,,,, 
542,0,1,1,1,-4688,,,,,,,,,,,,,,, 
543,0,1,1,1,-4691,,,,,,,,,,,,,,, 
544,0,1,1,1,-4687,,,,,,,,,,,,,,, 
545,0,1,1,1,-4690,,,,,,,,,,,,,,, 
546,0,1,1,1,-4688,,,,,,,,,,,,,,, 
547,0,1,1,1,-4689,,,,,,,,,,,,,,, 
548,0,1,1,1,-4686,,,,,,,,,,,,,,, 
549,0,1,1,1,-4689,,,,,,,,,,,,,,, 
550,0,1,1,1,-4685,,,,,,,,,,,,,,, 
551,0,1,1,1,-4688,,,,,,,,,,,,,,, 
552,0,1,1,1,-4685,,,,,,,,,,,,,,, 
553,0,1,1,1,-4687,,,,,,,,,,,,,,, 
554,0,1,1,1,-4690,,,,,,,,,,,,,,, 
555,0,1,1,1,-4689,,,,,,,,,,,,,,, 
556,0,1,1,1,-4691,,,,,,,,,,,,,,, 
557,0,1,1,1,-4689,,,,,,,,,,,,,,, 
558,0,1,1,1,-4689,,,,,,,,,,,,,,, 
559,0,1,1,1,-4689,,,,,,,,,,,,,,, 
560,0,1,1,1,-4690,,,,,,,,,,,,,,, 
561,0,1,1,1,-4686,,,,,,,,,,,,,,, 
562,0,1,1,1,-4688,,,,,,,,,,,,,,, 
563,0,1,1,1,-4687,,,,,,,,,,,,,,, 
564,0,1,1,1,-4691,,,,,,,,,,,,,,, 
565,0,1,1,1,-4690,,,,,,,,,,,,,,, 
566,0,1,1,1,-4687,,,,,,,,,,,,,,, 
567,0,1,1,1,-4691,,,,,,,,,,,,,,, 
568,0,1,1,1,-4690,,,,,,,,,,,,,,, 
569,0,1,1,1,-4687,,,,,,,,,,,,,,, 
570,0,1,1,1,-4687,,,,,,,,,,,,,,, 
571,0,1,1,1,-4686,,,,,,,,,,,,,,, 
572,0,1,1,1,-4689,,,,,,,,,,,,,,, 
573,0,1,1,1,-4689,,,,,,,,,,,,,,, 
574,0,1,1,1,-4689,,,,,,,,,,,,,,, 
575,0,1,1,1,-4688,,,,,,,,,,,,,,, 
576,0,1,1,1,-4688,,,,,,,,,,,,,,, 
577,0,1,1,1,-4689,,,,,,,,,,,,,,, 
578,0,1,1,1,-4690,,,,,,,,,,,,,,, 
579,0,1,1,1,-4690,,,,,,,,,,,,,,, 
580,0,1,1,1,-4689,,,,,,,,,,,,,,, 
581,0,1,1,1,-4687,,,,,,,,,,,,,,, 
582,0,1,1,1,-4687,,,,,,,,,,,,,,, 
583,0,1,1,1,-4689,,,,,,,,,,,,,,, 
584,0,1,1,1,-4688,,,,,,,,,,,,,,, 
585,0,1,1,1,-4686,,,,,,,,,,,,,,, 
586,0,1,1,1,-4686,,,,,,,,,,,,,,, 
587,0,1,1,1,-4687,,,,,,,,,,,,,,, 
588,0,1,1,1,-4686,,,,,,,,,,,,,,, 
589,0,1,1,1,-4690,,,,,,,,,,,,,,, 
590,0,1,1,1,-4687,,,,,,,,,,,,,,, 
591,0,1,1,1,-4688,,,,,,,,,,,,,,, 
592,0,1,1,1,-4688,,,,,,,,,,,,,,, 
593,0,1,1,1,-4688,,,,,,,,,,,,,,, 
594,0,1,1,1,-4690,,,,,,,,,,,,,,, 
595,0,1,1,1,-4690,,,,,,,,,,,,,,, 
596,0,1,1,1,-4687,,,,,,,,,,,,,,, 
597,0,1,1,1,-4687,,,,,,,,,,,,,,, 
598,0,1,1,1,-4688,,,,,,,,,,,,,,, 
599,0,1,1,1,-4687,,,,,,,,,,,,,,, 
600,0,1,1,1,-4688,,,,,,,,,,,,,,, 
601,0,1,1,1,-4690,,,,,,,,,,,,,,, 
602,0,1,1,1,-4685,,,,,,,,,,,,,,, 
603,0,1,1,1,-4691,,,,,,,,,,,,,,, 
604,0,1,1,1,-4688,,,,,,,,,,,,,,, 
605,0,1,1,1,-4689,,,,,,,,,,,,,,, 
606,0,1,1,1,-4686,,,,,,,,,,,,,,, 
607,0,1,1,1,-4689,,,,,,,,,,,,,,, 
608,0,1,1,1,-4688,,,,,,,,,,,,,,, 
609,0,1,1,1,-4686,,,,,,,,,,,,,,, 
610,0,1,1,1,-4689,,,,,,,,,,,,,,, 
611,0,1,1,1,-4685,,,,,,,,,,,,,,, 
612,0,1,1,1,-4688,,,,,,,,,,,,,,, 
613,0,1,1,1,-4688,,,,,,,,,,,,,,, 
614,0,1,1,1,-4692,,,,,,,,,,,,,,, 
615,0,1,1,1,-4688,,,,,,,,,,,,,,, 
616,0,1,1,1,-4687,,,,,,,,,,,,,,, 
617,0,1,1,1,-4688,,,,,,,,,,,,,,, 
618,0,1,1,1,-4689,,,,,,,,,,,,,,, 
619,0,1,1,1,-4689,,,,,,,,,,,,,,, 
620,0,1,1,1,-4691,,,,,,,,,,,,,,, 
621,0,1,1,1,-4688,,,,,,,,,,,,,,, 
622,0,1,1,1,-4689,,,,,,,,,,,,,,, 
623,0,1,1,1,-4688,,,,,,,,,,,,,,, 
624,0,1,1,1,-4686,,,,,,,,,,,,,,, 
625,0,1,1,1,-4684,,,,,,,,,,,,,,, 
626,0,1,1,1,-4687,,,,,,,,,,,,,,, 
627,0,1,1,1,-4686,,,,,,,,,,,,,,, 
628,0,1,1,1,-4687,,,,,,,,,,,,,,, 
629,0,1,1,1,-4687,,,,,,,,,,,,,,, 
630,0,1,1,1,-4688,,,,,,,,,,,,,,, 
631,0,1,1,1,-4686,,,,,,,,,,,,,,, 
632,0,1,1,1,-4690,,,,,,,,,,,,,,, 
633,0,1,1,1,-4687,,,,,,,,,,,,,,, 
634,0,1,1,1,-4690,,,,,,,,,,,,,,, 
635,0,1,1,1,-4689,,,,,,,,,,,,,,, 
636,0,1,1,1,-4686,,,,,,,,,,,,,,, 
637,0,1,1,1,-4688,,,,,,,,,,,,,,, 
638,0,1,1,1,-4690,,,,,,,,,,,,,,, 
639,0,1,1,1,-4687,,,,,,,,,,,,,,, 
640,0,1,1,1,-4688,,,,,,,,,,,,,,, 
641,0,1,1,1,-4687,,,,,,,,,,,,,,, 
642,0,1,1,1,-4688,,,,,,,,,,,,,,, 
643,0,1,1,1,-4689,,,,,,,,,,,,,,, 
644,0,1,1,1,-4685,,,,,,,,,,,,,,, 
645,0,1,1,1,-4689,,,,,,,,,,,,,,, 
646,0,1,1,1,-4687,,,,,,,,,,,,,,, 
647,0,1,1,1,-4687,,,,,,,,,,,,,,, 
648,0,1,1,1,-4687,,,,,,,,,,,,,,, 
649,0,1,1,1,-4690,,,,,,,,,,,,,,, 
650,0,1,1,1,-4689,,,,,,,,,,,,,,, 
651,0,1,1,1,-4688,,,,,,,,,,,,,,, 
652,0,1,1,1,-4688,,,,,,,,,,,,,,, 
653,0,1,1,1,-4686,,,,,,,,,,,,,,, 
654,0,1,1,1,-4688,,,,,,,,,,,,,,, 
655,0,1,1,1,-4688,,,,,,,,,,,,,,, 
656,0,1,1,1,-4689,,,,,,,,,,,,,,, 
657,0,1,1,1,-4687,,,,,,,,,,,,,,, 
658,0,1,1,1,-4686,,,,,,,,,,,,,,, 
659,0,1,1,1,-4688,,,,,,,,,,,,,,, 
660,0,1,1,1,-4691,,,,,,,,,,,,,,, 
661,0,1,1,1,-4688,,,,,,,,,,,,,,, 
662,0,1,1,1,-4690,,,,,,,,,,,,,,, 
663,0,1,1,1,-4688,,,,,,,,,,,,,,, 
664,0,1,1,1,-4689,,,,,,,,,,,,,,, 
665,0,1,1,1,-4687,,,,,,,,,,,,,,, 
666,0,1,1,1,-4690,,,,,,,,,,,,,,, 
667,0,1,1,1,-4689,,,,,,,,,,,,,,, 
668,0,1,1,1,-4688,,,,,,,,,,,,,,, 
669,0,1,1,1,-4688,,,,,,,,,,,,,,, 
670,0,1,1,1,-4688,,,,,,,,,,,,,,, 
671,0,1,1,1,-4687,,,,,,,,,,,,,,, 
672,0,1,1,1,-4689,,,,,,,,,,,,,,, 
673,0,1,1,1,-4689,,,,,,,,,,,,,,, 
674,0,1,1,1,-4688,,,,,,,,,,,,,,, 
675,0,1,1,1,-4689,,,,,,,,,,,,,,, 
676,0,1,1,1,-4689,,,,,,,,,,,,,,, 
677,0,1,1,1,-4688,,,,,,,,,,,,,,, 
678,0,1,1,1,-4687,,,,,,,,,,,,,,, 
679,0,1,1,1,-4685,,,,,,,,,,,,,,, 
680,0,1,1,1,-4688,,,,,,,,,,,,,,, 
681,0,1,1,1,-4689,,,,,,,,,,,,,,, 
682,0,1,1,1,-4690,,,,,,,,,,,,,,, 
683,0,1,1,1,-4687,,,,,,,,,,,,,,, 
684,0,1,1,1,-4688,,,,,,,,,,,,,,, 
685,0,1,1,1,-4688,,,,,,,,,,,,,,, 
686,0,1,1,1,-4688,,,,,,,,,,,,,,, 
687,0,1,1,1,-4689,,,,,,,,,,,,,,, 
688,0,1,1,1,-4688,,,,,,,,,,,,,,, 
689,0,1,1,1,-4690,,,,,,,,,,,,,,, 
690,0,1,1,1,-4688,,,,,,,,,,,,,,, 
691,0,1,1,1,-4689,,,,,,,,,,,,,,, 
692,0,1,1,1,-4687,,,,,,,,,,,,,,, 
693,0,1,1,1,-4690,,,,,,,,,,,,,,, 
694,0,1,1,1,-4688,,,,,,,,,,,,,,, 
695,0,1,1,1,-4688,,,,,,,,,,,,,,, 
696,0,1,1,1,-4690,,,,,,,,,,,,,,, 
697,0,1,1,1,-4690,,,,,,,,,,,,,,, 
698,0,1,1,1,-4688,,,,,,,,,,,,,,, 
699,0,1,1,1,-4689,,,,,,,,,,,,,,, 
700,0,1,1,1,-4688,,,,,,,,,,,,,,, 
701,0,1,1,1,-4688,,,,,,,,,,,,,,, 
702,0,1,1,1,-4688,,,,,,,,,,,,,,, 
703,0,1,1,1,-4688,,,,,,,,,,,,,,, 
704,0,1,1,1,-4688,,,,,,,,,,,,,,, 
705,0,1,1,1,-4689,,,,,,,,,,,,,,, 
706,0,1,1,1,-4688,,,,,,,,,,,,,,, 
707,0,1,1,1,-4689,,,,,,,,,,,,,,, 
708,0,1,1,1,-4690,,,,,,,,,,,,,,, 
709,0,1,1,1,-4685,,,,,,,,,,,,,,, 
710,0,1,1,1,-4687,,,,,,,,,,,,,,, 
711,0,1,1,1,-4688,,,,,,,,,,,,,,, 
712,0,1,1,1,-4688,,,,,,,,,,,,,,, 
713,0,1,1,1,-4688,,,,,,,,,,,,,,, 
714,0,1,1,1,-4690,,,,,,,,,,,,,,, 
715,0,1,1,1,-4688,,,,,,,,,,,,,,, 
716,0,1,1,1,-4690,,,,,,,,,,,,,,, 
717,0,1,1,1,-4690,,,,,,,,,,,,,,, 
718,0,1,1,1,-4688,,,,,,,,,,,,,,, 
719,0,1,1,1,-4686,,,,,,,,,,,,,,, 
720,0,1,1,1,-4688,,,,,,,,,,,,,,, 
721,0,1,1,1,-4687,,,,,,,,,,,,,,, 
722,0,1,1,1,-4689,,,,,,,,,,,,,,, 
723,0,1,1,1,-4687,,,,,,,,,,,,,,, 
724,0,1,1,1,-4691,,,,,,,,,,,,,,, 
725,0,1,1,1,-4688,,,,,,,,,,,,,,, 
726,0,1,1,1,-4691,,,,,,,,,,,,,,, 
727,0,1,1,1,-4688,,,,,,,,,,,,,,, 
728,0,1,1,1,-4689,,,,,,,,,,,,,,, 
729,0,1,1,1,-4691,,,,,,,,,,,,,,, 
730,0,1,1,1,-4687,,,,,,,,,,,,,,, 
731,0,1,1,1,-4688,,,,,,,,,,,,,,, 
732,0,1,1,1,-4688,,,,,,,,,,,,,,, 
733,0,1,1,1,-4687,,,,,,,,,,,,,,, 
734,0,1,1,1,-4687,,,,,,,,,,,,,,, 
735,0,1,1,1,-4687,,,,,,,,,,,,,,, 
736,0,1,1,1,-4687,,,,,,,,,,,,,,, 
737,0,1,1,1,-4690,,,,,,,,,,,,,,, 
738,0,1,1,1,-4689,,,,,,,,,,,,,,, 
739,0,1,1,1,-4687,,,,,,,,,,,,,,, 
740,0,1,1,1,-4688,,,,,,,,,,,,,,, 
741,0,1,1,1,-4686,,,,,,,,,,,,,,, 
742,0,1,1,1,-4687,,,,,,,,,,,,,,, 
743,0,1,1,1,-4686,,,,,,,,,,,,,,, 
744,0,1,1,1,-4687,,,,,,,,,,,,,,, 
745,0,1,1,1,-4689,,,,,,,,,,,,,,, 
746,0,1,1,1,-4687,,,,,,,,,,,,,,, 
747,0,1,1,1,-4687,,,,,,,,,,,,,,, 
748,0,1,1,1,-4690,,,,,,,,,,,,,,, 
749,0,1,1,1,-4689,,,,,,,,,,,,,,, 
750,0,1,1,1,-4689,,,,,,,,,,,,,,, 
751,0,1,1,1,-4689,,,,,,,,,,,,,,, 
752,0,1,1,1,-4688,,,,,,,,,,,,,,, 
753,0,1,1,1,-4688,,,,,,,,,,,,,,, 
754,0,1,1,1,-4689,,,,,,,,,,,,,,, 
755,0,1,1,1,-4687,,,,,,,,,,,,,,, 
756,0,1,1,1,-4688,,,,,,,,,,,,,,, 
757,0,1,1,1,-4686,,,,,,,,,,,,,,, 
758,0,1,1,1,-4688,,,,,,,,,,,,,,, 
759,0,1,1,1,-4686,,,,,,,,,,,,,,, 
760,0,1,1,1,-4691,,,,,,,,,,,,,,, 
761,0,1,1,1,-4689,,,,,,,,,,,,,,, 
762,0,1,1,1,-4690,,,,,,,,,,,,,,, 
763,0,1,1,1,-4687,,,,,,,,,,,,,,, 
764,0,1,1,1,-4687,,,,,,,,,,,,,,, 
765,0,1,1,1,-4689,,,,,,,,,,,,,,, 
766,0,1,1,1,-4691,,,,,,,,,,,,,,, 
767,0,1,1,1,-4688,,,,,,,,,,,,,,, 
768,0,1,1,1,-4687,,,,,,,,,,,,,,, 
769,0,1,1,1,-4689,,,,,,,,,,,,,,, 
770,0,1,1,1,-4688,,,,,,,,,,,,,,, 
771,0,1,1,1,-4688,,,,,,,,,,,,,,, 
772,0,1,1,1,-4687,,,,,,,,,,,,,,, 
773,0,1,1,1,-4688,,,,,,,,,,,,,,, 
774,0,1,1,1,-4689,,,,,,,,,,,,,,, 
775,0,1,1,1,-4688,,,,,,,,,,,,,,, 
776,0,1,1,1,-4688,,,,,,,,,,,,,,, 
777,0,1,1,1,-4688,,,,,,,,,,,,,,, 
778,0,1,1,1,-4688,,,,,,,,,,,,,,, 
779,0,1,1,1,-4687,,,,,,,,,,,,,,, 
780,0,1,1,1,-4690,,,,,,,,,,,,,,, 
781,0,1,1,1,-4689,,,,,,,,,,,,,,, 
782,0,1,1,1,-4689,,,,,,,,,,,,,,, 
783,0,1,1,1,-4687,,,,,,,,,,,,,,, 
784,0,1,1,1,-4689,,,,,,,,,,,,,,, 
785,0,1,1,1,-4690,,,,,,,,,,,,,,, 
786,0,1,1,1,-4686,,,,,,,,,,,,,,, 
787,0,1,1,1,-4689,,,,,,,,,,,,,,, 
788,0,1,1,1,-4690,,,,,,,,,,,,,,, 
789,0,1,1,1,-4689,,,,,,,,,,,,,,, 
790,0,1,1,1,-4688,,,,,,,,,,,,,,, 
791,0,1,1,1,-4689,,,,,,,,,,,,,,, 
792,0,1,1,1,-4688,,,,,,,,,,,,,,, 
793,0,1,1,1,-4691,,,,,,,,,,,,,,, 
794,0,1,1,1,-4689,,,,,,,,,,,,,,, 
795,0,1,1,1,-4688,,,,,,,,,,,,,,, 
796,0,1,1,1,-4690,,,,,,,,,,,,,,, 
797,0,1,1,1,-4687,,,,,,,,,,,,,,, 
798,0,1,1,1,-4689,,,,,,,,,,,,,,, 
799,0,1,1,1,-4689,,,,,,,,,,,,,,, 
800,0,1,1,1,-4685,,,,,,,,,,,,,,, 
801,0,1,1,1,-4689,,,,,,,,,,,,,,, 
802,0,1,1,1,-4688,,,,,,,,,,,,,,, 
803,0,1,1,1,-4689,,,,,,,,,,,,,,, 
804,0,1,1,1,-4689,,,,,,,,,,,,,,, 
805,0,1,1,1,-4688,,,,,,,,,,,,,,, 
806,0,1,1,1,-4687,,,,,,,,,,,,,,, 
807,0,1,1,1,-4687,,,,,,,,,,,,,,, 
808,0,1,1,1,-4690,,,,,,,,,,,,,,, 
809,0,1,1,1,-4690,,,,,,,,,,,,,,, 
810,0,1,1,1,-4689,,,,,,,,,,,,,,, 
811,0,1,1,1,-4687,,,,,,,,,,,,,,, 
812,0,1,1,1,-4690,,,,,,,,,,,,,,, 
813,0,1,1,1,-4688,,,,,,,,,,,,,,, 
814,0,1,1,1,-4688,,,,,,,,,,,,,,, 
815,0,1,1,1,-4689,,,,,,,,,,,,,,, 
816,0,1,1,1,-4690,,,,,,,,,,,,,,, 
817,0,1,1,1,-4688,,,,,,,,,,,,,,, 
818,0,1,1,1,-4688,,,,,,,,,,,,,,, 
819,0,1,1,1,-4689,,,,,,,,,,,,,,, 
820,0,1,1,1,-4689,,,,,,,,,,,,,,, 
821,0,1,1,1,-4689,,,,,,,,,,,,,,, 
822,0,1,1,1,-4688,,,,,,,,,,,,,,, 
823,0,1,1,1,-4689,,,,,,,,,,,,,,, 
824,0,1,1,1,-4690,,,,,,,,,,,,,,, 
825,0,1,1,1,-4688,,,,,,,,,,,,,,, 
826,0,1,1,1,-4687,,,,,,,,,,,,,,, 
827,0,1,1,1,-4687,,,,,,,,,,,,,,, 
828,0,1,1,1,-4686,,,,,,,,,,,,,,, 
829,0,1,1,1,-4688,,,,,,,,,,,,,,, 
830,0,1,1,1,-4688,,,,,,,,,,,,,,, 
831,0,1,1,1,-4687,,,,,,,,,,,,,,, 
832,0,1,1,1,-4688,,,,,,,,,,,,,,, 
833,0,1,1,1,-4688,,,,,,,,,,,,,,, 
834,0,1,1,1,-4686,,,,,,,,,,,,,,, 
835,0,1,1,1,-4687,,,,,,,,,,,,,,, 
836,0,1,1,1,-4689,,,,,,,,,,,,,,, 
837,0,1,1,1,-4687,,,,,,,,,,,,,,, 
838,0,1,1,1,-4689,,,,,,,,,,,,,,, 
839,0,1,1,1,-4687,,,,,,,,,,,,,,, 
840,0,1,1,1,-4688,,,,,,,,,,,,,,, 
841,0,1,1,1,-4689,,,,,,,,,,,,,,, 
842,0,1,1,1,-4689,,,,,,,,,,,,,,, 
843,0,1,1,1,-4687,,,,,,,,,,,,,,, 
844,0,1,1,1,-4690,,,,,,,,,,,,,,, 
845,0,1,1,1,-4688,,,,,,,,,,,,,,, 
846,0,1,1,1,-4688,,,,,,,,,,,,,,, 
847,0,1,1,1,-4687,,,,,,,,,,,,,,, 
848,0,1,1,1,-4690,,,,,,,,,,,,,,, 
849,0,1,1,1,-4687,,,,,,,,,,,,,,, 
850,0,1,1,1,-4688,,,,,,,,,,,,,,, 
851,0,1,1,1,-4687,,,,,,,,,,,,,,, 
852,0,1,1,1,-4687,,,,,,,,,,,,,,, 
853,0,1,1,1,-4688,,,,,,,,,,,,,,, 
854,0,1,1,1,-4688,,,,,,,,,,,,,,, 
855,0,1,1,1,-4687,,,,,,,,,,,,,,, 
856,0,1,1,1,-4687,,,,,,,,,,,,,,, 
857,0,1,1,1,-4687,,,,,,,,,,,,,,, 
858,0,1,1,1,-4690,,,,,,,,,,,,,,, 
859,0,1,1,1,-4688,,,,,,,,,,,,,,, 
860,0,1,1,1,-4690,,,,,,,,,,,,,,, 
861,0,1,1,1,-4689,,,,,,,,,,,,,,, 
862,0,1,1,1,-4688,,,,,,,,,,,,,,, 
863,0,1,1,1,-4690,,,,,,,,,,,,,,, 
864,0,1,1,1,-4688,,,,,,,,,,,,,,, 
865,0,1,1,1,-4688,,,,,,,,,,,,,,, 
866,0,1,1,1,-4689,,,,,,,,,,,,,,, 
867,0,1,1,1,-4689,,,,,,,,,,,,,,, 
868,0,1,1,1,-4689,,,,,,,,,,,,,,, 
869,0,1,1,1,-4687,,,,,,,,,,,,,,, 
870,0,1,1,1,-4686,,,,,,,,,,,,,,, 
871,0,1,1,1,-4691,,,,,,,,,,,,,,, 
872,0,1,1,1,-4688,,,,,,,,,,,,,,, 
873,0,1,1,1,-4690,,,,,,,,,,,,,,, 
874,0,1,1,1,-4687,,,,,,,,,,,,,,, 
875,0,1,1,1,-4686,,,,,,,,,,,,,,, 
876,0,1,1,1,-4686,,,,,,,,,,,,,,, 
877,0,1,1,1,-4689,,,,,,,,,,,,,,, 
878,0,1,1,1,-4688,,,,,,,,,,,,,,, 
879,0,1,1,1,-4687,,,,,,,,,,,,,,, 
880,0,1,1,1,-4687,,,,,,,,,,,,,,, 
881,0,1,1,1,-4687,,,,,,,,,,,,,,, 
882,0,1,1,1,-4688,,,,,,,,,,,,,,, 
883,0,1,1,1,-4683,,,,,,,,,,,,,,, 
884,0,1,1,1,-4689,,,,,,,,,,,,,,, 
885,0,1,1,1,-4688,,,,,,,,,,,,,,, 
886,0,1,1,1,-4690,,,,,,,,,,,,,,, 
887,0,1,1,1,-4687,,,,,,,,,,,,,,, 
888,0,1,1,1,-4687,,,,,,,,,,,,,,, 
889,0,1,1,1,-4690,,,,,,,,,,,,,,, 
890,0,1,1,1,-4687,,,,,,,,,,,,,,, 
891,0,1,1,1,-4686,,,,,,,,,,,,,,, 
892,0,1,1,1,-4688,,,,,,,,,,,,,,, 
893,0,1,1,1,-4689,,,,,,,,,,,,,,, 
894,0,1,1,1,-4689,,,,,,,,,,,,,,, 
895,0,1,1,1,-4688,,,,,,,,,,,,,,, 
896,0,1,1,1,-4690,,,,,,,,,,,,,,, 
897,0,1,1,1,-4689,,,,,,,,,,,,,,, 
898,0,1,1,1,-4688,,,,,,,,,,,,,,, 
899,0,1,1,1,-4689,,,,,,,,,,,,,,, 
900,0,1,1,1,-4689,,,,,,,,,,,,,,, 
901,0,1,1,1,-4688,,,,,,,,,,,,,,, 
902,0,1,1,1,-4687,,,,,,,,,,,,,,, 
903,0,1,1,1,-4687,,,,,,,,,,,,,,, 
904,0,1,1,1,-4688,,,,,,,,,,,,,,, 
905,0,1,1,1,-4688,,,,,,,,,,,,,,, 
906,0,1,1,1,-4689,,,,,,,,,,,,,,, 
907,0,1,1,1,-4689,,,,,,,,,,,,,,, 
908,0,1,1,1,-4692,,,,,,,,,,,,,,, 
909,0,1,1,1,-4689,,,,,,,,,,,,,,, 
910,0,1,1,1,-4688,,,,,,,,,,,,,,, 
911,0,1,1,1,-4690,,,,,,,,,,,,,,, 
912,0,1,1,1,-4687,,,,,,,,,,,,,,, 
913,0,1,1,1,-4688,,,,,,,,,,,,,,, 
914,0,1,1,1,-4691,,,,,,,,,,,,,,, 
915,0,1,1,1,-4689,,,,,,,,,,,,,,, 
916,0,1,1,1,-4688,,,,,,,,,,,,,,, 
917,0,1,1,1,-4689,,,,,,,,,,,,,,, 
918,0,1,1,1,-4686,,,,,,,,,,,,,,, 
919,0,1,1,1,-4686,,,,,,,,,,,,,,, 
